Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
invasive|0.000104868613008,reactive|0.000104751695777,correspondingly|5.3551550154e-05,bundle|0.00010948267256,diagrammatic|0.00010188809932,base|9.38824966049e-05,giving|3.8413031739e-05,summed|1.6574812467e-05,introducing|5.01537243372e-05,validity|0.000123352167889,split|4.45216650331e-05,reformulate|0.000113113568074,endpoint|9.78053599975e-06,delineate|7.44712435201e-05,unlike|2.8117653965e-05,unfeasible|0.000113430080989,camera|0.000104019381721,basi|0.000120861943988,segmented|7.91476759076e-05,target|0.000100535987695
n|0.000104868613006,commented|0.000104751695776,carrying|5.3551550146e-05,multi-resolution|0.000109482672556,prediction|0.000101888099318,successful|9.38824966013e-05,geared|3.8413031642e-05,factorization|1.65748072816e-05,art|5.01537238011e-05,significantly|0.000123352167889,properly|4.45216644179e-05,embodiment|0.000113113568073,burden|9.78052943496e-06,portraying|7.44712434967e-05,closenes|2.8117651579e-05,away|0.000113430080983,efficiently|0.000104019381705,forward|0.000120861943987,understood|7.91476759068e-05,encoding|0.000100535987679
positioned|0.000104868613004,diff|0.000104751695775,cluster-based|5.35515501197e-05,instance|0.000109482672556,intersecting|0.000101888099317,determining|9.38824965998e-05,keeping|3.8413031415e-05,criterium|1.65747824187e-05,iconic|5.01537234368e-05,mapping|0.000123352167888,replacing|4.45216627315e-05,memory|0.000113113568069,prospective|9.78052328139e-06,carried|7.44712434717e-05,subsequent|2.81176508843e-05,renderer|0.000113430080982,analysis|0.000104019381697,language|0.000120861943987,adjacent|7.91476758953e-05,spreading|0.000100535987645
grow|0.000104868613003,seeking|0.000104751695775,interplay|5.35515501e-05,two-stage|0.00010948267255,texplorer|0.000101888099317,functional|9.38824965926e-05,negligible|3.84130312386e-05,cortical|1.65747775096e-05,kml|5.01537228739e-05,mind|0.000123352167888,producing|4.45216624694e-05,decompose|0.000113113568065,confusion|9.78048103247e-06,export|7.4471243468e-05,refined|2.81176501997e-05,desirable|0.00011343008098,historical|0.000104019381691,context-aware|0.000120861943987,grow|7.91476758757e-05,philosophical|0.000100535987641
supply|0.000104868613002,uncertainty|0.000104751695775,higher-level|5.35515499677e-05,embodiment|0.000109482672549,country|0.000101888099313,convey|9.38824965909e-05,native|3.84130311409e-05,semi-transparent|1.65747774616e-05,workspace|5.01537212508e-05,hypothesized|0.000123352167887,noisy|4.45216619404e-05,n|0.000113113568063,priorus|9.78047400186e-06,axe|7.44712434538e-05,extracted|2.81176482371e-05,cmv|0.000113430080979,refine|0.00010401938169,applications—information|0.000120861943987,bioinformatic|7.91476758492e-05,particle-based|0.000100535987638
medical|0.000104868613002,latitude|0.000104751695774,expertise|5.3551549879e-05,apply|0.000109482672544,picture/image|0.000101888099312,visible|9.38824965874e-05,intermediate|3.84130311242e-05,calendar|1.65747767038e-05,user's|5.01537206445e-05,2006|0.000123352167886,genu|4.4521661595e-05,temporal|0.000113113568061,increasingly|9.78043018422e-06,eg|7.44712434458e-05,collaborator|2.81176465682e-05,systems-human|0.000113430080977,twice|0.000104019381678,restrict|0.000120861943987,education|7.91476758248e-05,possibility|0.000100535987638
addres|0.000104868613002,complexity|0.000104751695773,optimally|5.35515498237e-05,doorway|0.000109482672539,universe|0.000101888099305,reduction|9.3882496587e-05,top-down|3.84130310774e-05,explanation|1.65747765094e-05,solely|5.01537206154e-05,filtering|0.000123352167886,inevitable|4.45216607812e-05,tile|0.000113113568058,assembly|9.78042797372e-06,solved|7.44712433898e-05,higher-level|2.81176459833e-05,roughly|0.000113430080975,perfect|0.00010401938167,conveying|0.000120861943986,span|7.91476758037e-05,internal|0.000100535987634
benefit|0.000104868613002,unfeasible|0.000104751695772,close|5.35515497899e-05,colleague|0.000109482672537,interesting|0.0001018880993,md|9.38824965708e-05,iterative|3.84130309298e-05,accumulation|1.65747636346e-05,continuum|5.01537203549e-05,21|0.000123352167886,solely|4.45216599734e-05,diagnosi|0.000113113568057,vesselnes|9.78042694591e-06,lense|7.44712433533e-05,composite|2.81176451522e-05,participant|0.000113430080971,experienced|0.000104019381667,sent|0.000120861943986,multi-field|7.91476757795e-05,instantaneou|0.000100535987625
tangential|0.000104868613,understanding|0.00010475169577,lasso|5.3551549783e-05,facet|0.000109482672535,infographic|0.000101888099299,80|9.38824965696e-05,integrating|3.84130305639e-05,uncovered|1.65747608581e-05,attachment|5.01537200801e-05,programming|0.000123352167884,plausibility|4.45216596063e-05,secondary|0.000113113568056,black|9.78035899071e-06,discretization|7.44712433178e-05,elaborate|2.81176451108e-05,journal|0.000113430080971,properly|0.000104019381667,trivial|0.000120861943986,agenda|7.91476757318e-05,destination|0.000100535987609
lookup|0.000104868613,challenge|0.000104751695769,transaction|5.35515497497e-05,followed|0.000109482672535,elegant|0.000101888099292,arise|9.38824965684e-05,clarify|3.84130297736e-05,relatively|1.65747585918e-05,dt-mrus|5.01537192839e-05,depending|0.000123352167883,thematic|4.45216590366e-05,spatially|0.000113113568056,proposal|9.78035412056e-06,catalog|7.44712433156e-05,50|2.81176420615e-05,layout|0.00011343008097,thread|0.000104019381663,anova|0.000120861943986,originate|7.91476757132e-05,evaluation|0.000100535987594
similarity-based|0.000104868612999,compact|0.000104751695769,outer|5.35515497335e-05,crystal|0.000109482672533,trial|0.000101888099284,everyday|9.38824965614e-05,member|3.84130297402e-05,walking|1.65747567879e-05,six|5.01537191351e-05,visualisation|0.000123352167883,artist|4.45216579801e-05,thorough|0.000113113568055,mutually|9.78029503609e-06,matched|7.44712432449e-05,saving|2.81176417172e-05,route|0.00011343008097,detect|0.000104019381648,null|0.000120861943985,general-purpose|7.91476756998e-05,icon|0.00010053598759
transformation|0.000104868612998,large-scale|0.000104751695767,guided|5.35515497209e-05,gridded|0.000109482672529,rasterization|0.000101888099284,colon|9.38824965605e-05,gravity|3.84130285009e-05,aliasing|1.65747502942e-05,attenuate|5.01537186982e-05,endoscopy|0.000123352167882,association|4.45216573129e-05,compact|0.000113113568049,completion|9.78029474297e-06,actual|7.44712432063e-05,living|2.81176407267e-05,notion|0.000113430080969,space-efficient|0.000104019381645,power-law|0.000120861943985,enabled|7.91476756677e-05,illusion|0.000100535987587
subjectively|0.000104868612998,vessel|0.000104751695763,exemplify|5.35515497056e-05,especially|0.000109482672529,extra|0.000101888099275,precomputation|9.38824965573e-05,distracting|3.84130283679e-05,blog|1.65747297904e-05,professional|5.01537181842e-05,reasonable|0.00012335216788,probabilistic|4.45216572788e-05,decoder|0.000113113568048,indicating|9.78028945496e-06,venue|7.44712431996e-05,fewer|2.81176406798e-05,compositing|0.000113430080968,situation|0.000104019381644,anecdotal|0.000120861943985,tissue|7.91476756384e-05,supporting|0.00010053598758
sensitive|0.000104868612998,irrelevant|0.000104751695762,back|5.35515497006e-05,compactly|0.000109482672519,analyze|0.000101888099271,best|9.38824965532e-05,sacrificing|3.84130278396e-05,key-frame|1.65747278466e-05,retrieval|5.01537181341e-05,making|0.00012335216788,assumption|4.45216569643e-05,airflow|0.000113113568046,identical|9.78028919847e-06,high-frequency|7.4471243192e-05,broad|2.81176399642e-05,node-link|0.000113430080967,smart|0.000104019381633,multitude|0.000120861943984,typically|7.9147675619e-05,diagnostic|0.000100535987575
sunfall|0.000104868612998,intermediate|0.000104751695762,spuriou|5.35515495571e-05,perform|0.000109482672518,degree|0.00010188809927,maker|9.38824965473e-05,focused|3.84130275087e-05,multi-scale|1.65747168312e-05,satisfied|5.01537181072e-05,chromium|0.00012335216788,considerably|4.45216556894e-05,handle|0.000113113568044,met|9.78028016144e-06,san|7.44712431799e-05,insufficient|2.81176374082e-05,tweaking|0.000113430080967,page|0.000104019381629,pde-based|0.000120861943984,retain|7.91476756166e-05,prevent|0.000100535987558
serve|0.000104868612998,twenty|0.000104751695762,patient|5.35515495428e-05,implement|0.000109482672517,identified|0.00010188809927,discovery|9.38824965391e-05,grown|3.84130268195e-05,despite|1.65747074592e-05,iterate|5.01537176994e-05,grounded|0.00012335216788,nerve|4.45216556787e-05,start|0.000113113568037,mobile|9.7802717368e-06,verification|7.44712431752e-05,resolved|2.81176370598e-05,improving|0.000113430080966,automatically|0.000104019381625,unusual|0.000120861943984,lense|7.9147675606e-05,chose|0.000100535987551
state|0.000104868612997,systems-human|0.000104751695761,recorded|5.35515495201e-05,reconstruction|0.000109482672514,space-|0.000101888099268,square|9.38824965251e-05,modifying|3.84130267367e-05,framing|1.65747046561e-05,join|5.01537176048e-05,detect|0.00012335216788,explanation|4.45216554262e-05,room|0.000113113568037,measurable|9.7802452302e-06,placement|7.4471243154e-05,serve|2.81176362621e-05,deployed|0.000113430080965,observer|0.000104019381623,attribute|0.000120861943984,accessing|7.91476755998e-05,readily|0.000100535987551
query|0.000104868612997,25|0.000104751695759,ten|5.35515494799e-05,dilemma|0.000109482672512,time-referenced|0.000101888099268,renderer|9.38824965017e-05,well-founded|3.84130264246e-05,detecting|1.65747039817e-05,relief|5.01537174807e-05,google|0.000123352167879,instance|4.4521654134e-05,meet|0.000113113568037,automation|9.78023195859e-06,waste|7.44712431512e-05,success|2.81176344512e-05,popular|0.000113430080963,25|0.000104019381622,treemap|0.000120861943983,news|7.91476755787e-05,movie|0.000100535987544
spline|0.000104868612997,finally|0.000104751695758,convention|5.35515494365e-05,sparsely|0.000109482672509,modality|0.000101888099267,reading|9.38824964986e-05,inspect|3.84130254698e-05,compensate|1.65747034467e-05,populate|5.01537171868e-05,revealing|0.000123352167879,saving|4.45216540398e-05,intended|0.000113113568034,linking|9.78018356115e-06,recently|7.44712431338e-05,membership|2.81176341522e-05,information-bearing|0.000113430080963,subject|0.000104019381621,roughnes|0.000120861943983,lossles|7.91476755644e-05,suite|0.000100535987504
take|0.000104868612997,choose|0.000104751695756,inviting|5.35515493194e-05,projection|0.000109482672507,oceanic|0.000101888099262,weather|9.38824964974e-05,surrounding|3.84130252041e-05,invasive|1.65747032381e-05,spanned|5.01537169357e-05,suit|0.000123352167879,contour|4.45216539533e-05,leaf|0.000113113568034,dyadic|9.78017770859e-06,radiu|7.44712431309e-05,descriptor|2.81176326122e-05,locality|0.000113430080961,process|0.000104019381619,presenter|0.000120861943982,switch|7.91476755605e-05,dog|0.000100535987471
false|0.000104868612996,optimizing|0.000104751695756,interrelated|5.35515493127e-05,waste|0.000109482672507,area-preserving|0.000101888099262,call|9.38824964937e-05,responsive|3.84130248443e-05,expected|1.65746895017e-05,pilot|5.01537153937e-05,amount|0.000123352167878,100%|4.45216527537e-05,analyzed|0.000113113568032,diversification|9.78017574308e-06,fixed|7.44712431019e-05,relaxation|2.81176310511e-05,turn|0.000113430080961,hypothesis|0.000104019381618,according|0.000120861943982,expose|7.91476755572e-05,bound|0.00010053598745
unfortunately|0.000104868612996,journal|0.000104751695756,education|5.35515492565e-05,commercial|0.000109482672504,constant|0.000101888099259,nebula|9.38824964917e-05,learning|3.84130234925e-05,invalid|1.65746871571e-05,native|5.01537152606e-05,relation|0.000123352167878,energy|4.45216526575e-05,created|0.000113113568028,point-to-point|9.78016741129e-06,trade-off|7.44712430802e-05,python|2.81176299853e-05,explore|0.000113430080958,seen|0.000104019381618,view-dependent|0.000120861943982,visualization'|7.91476755524e-05,chi|0.000100535987435
table|0.000104868612995,depth|0.000104751695756,boolean|5.3551549171e-05,texplorer|0.000109482672503,formation|0.000101888099258,opaque|9.38824964855e-05,whether|3.84130231694e-05,decade|1.65746752949e-05,safety|5.01537149889e-05,techniques—user|0.000123352167877,two-level|4.4521652529e-05,implant|0.000113113568026,utility|9.78016581137e-06,spatial|7.4471243045e-05,disease|2.81176291797e-05,reason|0.000113430080957,event|0.000104019381614,load|0.000120861943982,sky|7.91476755518e-05,untouched|0.00010053598742
previou|0.000104868612993,head|0.000104751695754,normalized|5.35515491129e-05,preserving|0.000109482672503,count|0.000101888099257,direction|9.38824964763e-05,devoted|3.84130223608e-05,grown|1.65746736648e-05,choosing|5.01537149275e-05,among|0.000123352167876,blurring|4.4521652338e-05,dithering|0.000113113568026,radiological|9.78011042189e-06,bu|7.44712430447e-05,place|2.81176269876e-05,annual|0.000113430080956,user-controlled|0.000104019381612,confinement|0.000120861943981,connection|7.91476755485e-05,isovalue|0.000100535987417
discontinuity|0.000104868612992,causality|0.000104751695752,increase|5.35515490627e-05,pixel|0.000109482672499,respect|0.00010188809925,creating|9.38824964738e-05,manipulated|3.84130220985e-05,home|1.65746712597e-05,struggle|5.01537147686e-05,junction|0.000123352167875,edge-bundling|4.45216517812e-05,appropriate|0.000113113568016,request|9.78008451547e-06,flash|7.44712430426e-05,multi-user|2.81176253867e-05,wheel|0.000113430080954,planar|0.000104019381611,tightly|0.000120861943981,academic|7.91476755384e-05,equilibrium|0.000100535987387
necessary|0.000104868612992,reconstruct|0.000104751695749,hold|5.35515490315e-05,matrix|0.000109482672499,single|0.000101888099248,assigned|9.38824964691e-05,planar|3.84130219961e-05,solver|1.65746691603e-05,iv|5.01537144205e-05,two-dimensional|0.000123352167874,neuroscience|4.45216513975e-05,occurred|0.000113113568013,specialist|9.78006981665e-06,degree|7.44712430389e-05,helped|2.8117624875e-05,layer|0.000113430080954,applications—datum|0.000104019381611,combined|0.000120861943981,tiled|7.91476754995e-05,aesthetic|0.000100535987376
external|0.00010486861299,information-bearing|0.000104751695748,routine|5.35515490081e-05,magnitude|0.000109482672496,metric|0.000101888099247,among|9.38824964629e-05,parametrized|3.84130216379e-05,peak|1.65746652985e-05,constrain|5.01537141575e-05,paired|0.000123352167871,application-dependent|4.4521651312e-05,link|0.000113113568012,formal|9.78006509103e-06,involf|7.44712430379e-05,participation|2.81176224271e-05,scheme|0.000113430080953,pressure|0.000104019381603,discussion|0.000120861943981,namely|7.91476754827e-05,6|0.000100535987371
attention|0.00010486861299,finding|0.000104751695744,marshalling|5.35515489732e-05,enhancement|0.000109482672494,crack-free|0.000101888099243,including|9.38824964541e-05,extent|3.84130209575e-05,relying|1.65746648155e-05,tendency|5.01537139468e-05,strength|0.000123352167871,dynamical|4.45216512377e-05,bandwidth|0.000113113568011,relative|9.78001974082e-06,determination|7.44712430375e-05,studying|2.81176207384e-05,simple|0.000113430080951,contributed|0.0001040193816,cost|0.00012086194398,rna|7.91476754611e-05,1-d|0.000100535987368
herein|0.000104868612989,founded|0.000104751695743,picture|5.35515489678e-05,infographic|0.000109482672492,parametrized|0.000101888099241,loaded|9.38824964502e-05,enabled|3.84130189065e-05,gp|1.65746616299e-05,believe|5.01537138683e-05,transport|0.000123352167869,v|4.45216501633e-05,severely|0.000113113568005,inspiration|9.78000944839e-06,inverse|7.44712430349e-05,shaded|2.81176201714e-05,management—life|0.000113430080951,closely|0.000104019381592,hierarchically|0.00012086194398,offering|7.9147675457e-05,preservation|0.000100535987346
produced|0.000104868612987,wheel|0.000104751695741,skin|5.3551548928e-05,stage|0.000109482672489,facilitating|0.000101888099237,coordination|9.38824964446e-05,travel|3.84130166473e-05,extensively|1.65746592471e-05,specimen|5.01537131727e-05,pipeline|0.000123352167869,enjoyability|4.45216499958e-05,animal|0.000113113568004,brightnes|9.77999683402e-06,piece|7.44712430338e-05,variability|2.8117619747e-05,free|0.000113430080949,solve|0.000104019381592,collapsing|0.00012086194398,financial|7.91476754407e-05,confirmed|0.00010053598733
globally|0.000104868612986,lesson|0.000104751695737,able|5.35515489229e-05,range|0.000109482672484,quick|0.000101888099234,influenced|9.38824964303e-05,pure|3.84130164062e-05,load|1.6574656417e-05,sector|5.01537131539e-05,quasi-tree|0.000123352167868,conclusion|4.45216496701e-05,heart|0.000113113567999,color-coded|9.77999044381e-06,pilot|7.44712430331e-05,phenomenon|2.81176193682e-05,transfer|0.000113430080949,pen|0.000104019381591,scalability|0.00012086194398,parametrization|7.9147675439e-05,band|0.000100535987318
step|0.000104868612986,trivial|0.000104751695736,dedicated|5.35515489031e-05,percent|0.000109482672484,rochester|0.000101888099234,unaware|9.38824964298e-05,consequently|3.84130160406e-05,incapable|1.65746471595e-05,precise|5.01537123923e-05,vascular|0.000123352167868,log|4.45216492662e-05,mind|0.000113113567996,took|9.77996286243e-06,specialist|7.44712430181e-05,zoom|2.81176187085e-05,object-space|0.000113430080944,one-way|0.00010401938159,judge|0.00012086194398,information-theoretic|7.91476754385e-05,scatterplot|0.000100535987309
highlighted|0.000104868612986,solf|0.000104751695736,bare|5.35515488941e-05,acros|0.000109482672479,thinking|0.000101888099233,observation|9.38824964206e-05,competitivenes|3.84130156294e-05,sheer|1.65746460078e-05,head|5.01537123147e-05,predicting|0.000123352167866,faced|4.45216490738e-05,spiraling|0.000113113567992,quantify|9.77996133594e-06,sent|7.4471243002e-05,share|2.81176180919e-05,bnt|0.000113430080943,intraoperative|0.000104019381586,updating|0.00012086194398,doorway|7.91476754313e-05,whole|0.000100535987309
sa|0.000104868612986,bnt|0.00010475169573,prognosi|5.35515488893e-05,emissive|0.000109482672477,separate|0.000101888099232,interpret|9.38824964174e-05,promote|3.84130152265e-05,dense|1.65746454751e-05,pointer|5.01537123135e-05,really|0.000123352167866,isolation|4.45216486113e-05,adapting|0.000113113567988,exhibiting|9.77993140101e-06,running|7.44712429919e-05,demonstrator|2.81176176049e-05,combination|0.00011343008094,perceptually|0.000104019381585,influenced|0.000120861943979,linkage|7.91476754265e-05,detail-on-demand|0.0001005359873
reasoning|0.000104868612986,utilization|0.000104751695729,specialist|5.35515488794e-05,ideal|0.000109482672471,md|0.000101888099232,partitioning|9.38824964145e-05,11|3.84130148507e-05,systematically|1.65746448803e-05,stability|5.01537118904e-05,discrepancy|0.000123352167865,sunflower|4.4521647859e-05,guideline|0.000113113567986,sketch|9.77993013112e-06,shared|7.44712429679e-05,considering|2.81176154636e-05,meaning|0.00011343008094,separate|0.000104019381584,physician|0.000120861943978,input/output|7.91476753911e-05,2011|0.000100535987297
equality|0.000104868612985,language|0.000104751695728,acting|5.35515488539e-05,source|0.000109482672471,handle|0.000101888099222,treemap|9.38824964144e-05,followed|3.84130147883e-05,semiology|1.65746397347e-05,reasonably|5.01537117661e-05,magnify|0.000123352167865,span|4.45216477659e-05,time-referenced|0.000113113567985,geomechanic|9.77992508456e-06,pointing|7.44712429663e-05,neighborhood|2.8117613938e-05,topic-based|0.000113430080933,semi-automatic|0.000104019381577,since|0.000120861943978,tediou|7.91476753718e-05,navigating|0.000100535987291
human|0.000104868612985,report|0.000104751695727,string|5.35515488263e-05,adequate|0.000109482672468,denote|0.000101888099219,magnification|9.38824964139e-05,kernel|3.84130147295e-05,collision|1.65746388801e-05,grasp|5.01537116285e-05,isosurface|0.000123352167864,despite|4.45216466538e-05,space-|0.000113113567985,certainly|9.77991707945e-06,prevalent|7.447124296e-05,alleviate|2.81176121631e-05,real-world|0.000113430080932,fly-through|0.000104019381571,cell|0.000120861943978,trained|7.91476753692e-05,extensively|0.000100535987272
scatterplot|0.000104868612984,often|0.000104751695727,two-level|5.35515488258e-05,data-driven|0.000109482672467,humanity|0.000101888099216,immediately|9.38824964125e-05,cloud|3.84130143977e-05,riemann|1.65746353585e-05,recommendation|5.01537111977e-05,statement|0.000123352167864,earth'|4.45216463716e-05,14|0.00011311356798,economy|9.77988333708e-06,higher-order|7.44712429566e-05,rhetorical|2.81176117273e-05,discerning|0.000113430080931,layered|0.000104019381571,area-aware|0.000120861943978,trying|7.91476753619e-05,fine|0.000100535987262
plot|0.000104868612984,1991|0.000104751695724,assigned|5.35515488136e-05,tendency|0.000109482672463,footprint|0.000101888099215,positioning|9.38824964065e-05,health|3.84130142833e-05,aggregate|1.65746353447e-05,heart|5.0153710767e-05,spot|0.000123352167864,housing|4.45216462059e-05,valuable|0.000113113567978,appeal|9.77987380376e-06,medial|7.44712429471e-05,kind|2.81176109888e-05,human-computer|0.000113430080929,partitioning|0.000104019381569,tree-like|0.000120861943978,topologically|7.91476753424e-05,teach|0.000100535987243
interestingnes|0.000104868612983,combine|0.000104751695722,interoperability|5.35515487749e-05,high-quality|0.000109482672463,coverage|0.000101888099213,steering|9.38824964049e-05,role|3.84130141976e-05,little|1.65746310008e-05,initiation|5.01537105891e-05,route|0.000123352167864,radiu|4.45216458143e-05,loading|0.000113113567973,analogy|9.77986545138e-06,marked|7.44712429331e-05,commerce|2.81176099799e-05,path|0.000113430080928,perceivable|0.000104019381537,edge-node|0.000120861943978,generally|7.91476753205e-05,confusion|0.000100535987234
motivate|0.000104868612983,relational|0.000104751695722,included|5.35515487653e-05,space-|0.000109482672462,particularly|0.000101888099212,develop|9.38824963958e-05,architectural|3.84130141286e-05,data-mining|1.65746306596e-05,touch|5.01537102046e-05,precise|0.000123352167862,minimization|4.45216448762e-05,texplorer|0.000113113567972,door|9.77985349344e-06,write|7.44712429238e-05,input/output|2.81176061972e-05,cpu|0.000113430080928,combine|0.000104019381536,pixel|0.000120861943978,adapting|7.91476753133e-05,lot|0.000100535987232
panel|0.000104868612982,taxonomy|0.000104751695721,selectively|5.35515487115e-05,time-referenced|0.000109482672462,essential|0.000101888099211,scatter-plot|9.3882496395e-05,popping|3.8413013746e-05,belong|1.65746296396e-05,foundation|5.01537095418e-05,todaypsila|0.000123352167862,inter-related|4.45216439709e-05,alternatively|0.000113113567969,unconstrained|9.7798524837e-06,concurrently|7.44712428826e-05,retaining|2.81176057176e-05,unorganized|0.000113430080927,manipulating|0.000104019381533,microarray|0.000120861943977,thank|7.9147675292e-05,track|0.000100535987221
"(eg,|0.000104868612982",topic-based|0.000104751695721,limit|5.35515486894e-05,digital|0.000109482672462,justify|0.000101888099206,appropriately|9.38824963947e-05,respectively|3.84130132479e-05,explorative|1.65746239514e-05,accomplished|5.01537094509e-05,flexible|0.000123352167861,semiology|4.45216439538e-05,affect|0.000113113567969,successive|9.77984409198e-06,difference|7.4471242865e-05,indication|2.81176043798e-05,traditionally|0.000113430080927,microsoft|0.000104019381529,simplified|0.000120861943977,tremendou|7.91476752651e-05,reading|0.000100535987202
proximity|0.000104868612979,2005|0.000104751695721,emergent|5.35515486752e-05,lift|0.000109482672459,modification|0.000101888099206,activity|9.38824963939e-05,existence|3.841301293e-05,priorus|1.6574620401e-05,defect|5.01537083093e-05,cluster|0.000123352167861,failed|4.45216434429e-05,symposium|0.000113113567969,ray-caster|9.77984403245e-06,richly|7.44712428209e-05,dense|2.8117604112e-05,ame|0.000113430080927,designer|0.000104019381526,&|0.000120861943977,distant|7.91476752624e-05,maker|0.000100535987202
reductionist|0.000104868612979,competitive|0.000104751695718,helping|5.35515486584e-05,area-preserving|0.000109482672456,preserved|0.000101888099205,cave|9.38824963933e-05,half|3.8413012911e-05,included|1.65746170956e-05,valued|5.01537080118e-05,face-centered|0.000123352167861,convention|4.45216434133e-05,specialized|0.000113113567968,timely|9.7798392584e-06,reviewed|7.44712428115e-05,person|2.81176039787e-05,level-of-detail|0.000113430080922,consideration|0.000104019381521,tangled|0.000120861943977,coverage|7.91476752327e-05,currently|0.000100535987195
overall|0.000104868612978,classroom|0.000104751695716,define|5.35515486572e-05,translucent|0.000109482672453,answered|0.000101888099203,determined|9.38824963908e-05,fractal|3.84130122727e-05,standalone|1.65746166578e-05,identity|5.01537079521e-05,formative|0.000123352167861,shallow|4.45216429046e-05,range|0.000113113567965,departure|9.7798246241e-06,workspace|7.44712427917e-05,12|2.81176034481e-05,observed|0.000113430080921,low-dimensional|0.000104019381518,arena|0.000120861943976,standalone|7.91476752248e-05,agency|0.000100535987185
developing|0.000104868612977,inversion|0.000104751695714,restriction|5.35515485152e-05,transformation|0.000109482672447,likely|0.000101888099201,developing|9.38824963896e-05,back-to-front|3.84130121026e-05,industrial|1.65746090976e-05,deemed|5.01537078022e-05,far|0.00012335216786,lose|4.45216427554e-05,derive|0.000113113567963,pass|9.77980827346e-06,communication|7.44712427649e-05,analyst|2.81176023791e-05,utilize|0.00011343008092,determined|0.000104019381515,reduce|0.000120861943975,frequency|7.91476752225e-05,sonification|0.000100535987184
axe|0.000104868612977,message|0.000104751695712,preference|5.35515484518e-05,communication|0.000109482672439,expressive|0.000101888099193,sheet|9.3882496386e-05,user-interface|3.84130116688e-05,non-occluding|1.65746089387e-05,adoption|5.01537076645e-05,cooling|0.00012335216786,banking|4.4521642266e-05,make|0.000113113567957,sensemaking|9.779782553e-06,shot|7.44712427644e-05,soft|2.81176016699e-05,considerable|0.000113430080915,reconstructed|0.00010401938151,speed|0.000120861943975,composited|7.91476751906e-05,closed|0.000100535987182
viewpoint|0.000104868612975,handle|0.000104751695711,former|5.35515484478e-05,jigsaw|0.000109482672438,eg|0.000101888099193,paging|9.38824963704e-05,composition|3.84130115851e-05,convection|1.65746073861e-05,conclusion|5.01537063583e-05,estimation|0.000123352167858,pointer|4.45216418097e-05,labeled|0.000113113567953,reside|9.77977181754e-06,endoscopic|7.44712427584e-05,27|2.81176008695e-05,database|0.000113430080915,ridge|0.000104019381505,vessel|0.000120861943975,car|7.914767519e-05,grayscale|0.000100535987135
user/machine|0.000104868612975,basic|0.000104751695708,portal|5.35515484462e-05,formulation|0.000109482672434,cut|0.000101888099189,still|9.38824963696e-05,exponential|3.84130114747e-05,cooperative|1.65746051954e-05,space-efficient|5.01537057818e-05,input|0.000123352167858,comprise|4.4521641679e-05,perspective|0.00011311356795,inspired|9.77976779375e-06,u|7.44712427504e-05,steer|2.81175991539e-05,laplacian|0.000113430080915,pipeline|0.000104019381496,skeleton|0.000120861943975,perceivable|7.91476751474e-05,season|0.000100535987135
saved|0.000104868612975,edit|0.000104751695706,removing|5.35515484367e-05,mining|0.000109482672433,expres|0.000101888099187,pexel|9.38824963691e-05,essence|3.84130113893e-05,ray-caster|1.65746045748e-05,community|5.01537054195e-05,brief|0.000123352167857,affected|4.45216415805e-05,ratio|0.000113113567947,animate|9.77976306801e-06,assigned|7.44712427371e-05,invasive|2.81175986409e-05,interior|0.000113430080912,pas|0.000104019381494,metric|0.000120861943974,core|7.9147675145e-05,simulate|0.000100535987119
uniquenes|0.000104868612973,convex|0.000104751695705,prism|5.35515484289e-05,define|0.000109482672429,process|0.000101888099186,translating|9.38824963684e-05,destination|3.84130113179e-05,amplifying|1.65745928644e-05,messaging|5.01537051917e-05,upcoming|0.000123352167857,crowded|4.45216414358e-05,since|0.000113113567944,remarkably|9.77976116625e-06,2|7.44712427243e-05,documented|2.81175971898e-05,take|0.00011343008091,2006|0.00010401938149,act|0.000120861943974,exposed|7.91476751413e-05,reached|0.000100535987117
quantitative|0.000104868612973,colored|0.000104751695704,occluding|5.35515484014e-05,applicable|0.000109482672427,drug|0.000101888099185,repeated|9.38824963625e-05,solved|3.84130110615e-05,top-down|1.65745915729e-05,annotate|5.01537047857e-05,selection|0.000123352167857,drife|4.45216407514e-05,analyzing|0.000113113567942,proven|9.77975029289e-06,select|7.44712427113e-05,colored|2.81175964745e-05,marginal|0.00011343008091,feature-extraction|0.000104019381488,small|0.000120861943974,experimentally|7.91476751403e-05,direct|0.000100535987111
compromise|0.000104868612972,crystal|0.000104751695702,comparative|5.35515484e-05,organization|0.000109482672425,socialaction|0.000101888099184,uniform|9.38824963491e-05,retaining|3.84130107701e-05,radio|1.65745886083e-05,week|5.01537046029e-05,algorithmic|0.000123352167857,enrich|4.45216405158e-05,separate|0.000113113567938,axi|9.77970732691e-06,parametrization|7.44712427092e-05,calibrate|2.8117595529e-05,orientation|0.00011343008091,turk|0.000104019381488,non-interactive|0.000120861943974,separately|7.91476751309e-05,billion|0.000100535987102
