Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
playback|2.80519108606e-05,55|0.000117273456367,restructuring|3.54348337828e-05,immediately|6.39414469178e-05,interfaces-theory|8.75807974579e-05,hamper|6.80873575609e-05,utilize|0.000103520664021,arc|7.57563533919e-05,subdivided|0.000103457290075,crucial|8.61670396188e-05,time-referenced|9.92406576186e-05,enrich|6.87802627239e-05,sort-last|0.000134135636894,country|8.82643510727e-06,short-term|7.14606933828e-05,elaborate|3.53686283595e-05,utilize|7.83475875231e-05,personalized|0.000117913575769,synthesize|3.08080547454e-05,increasing|7.14049635326e-05
lower|2.80519107299e-05,megapixel|0.000117273456367,barrier|3.54348337221e-05,driven|6.3941446873e-05,persist|8.75807974578e-05,double|6.80873575146e-05,localize|0.00010352066402,ly|7.57563533608e-05,look|0.000103457290074,comparing|8.61670396182e-05,space-|9.92406576186e-05,slicing|6.87802627177e-05,brief|0.000134135636894,displaced|8.82643453496e-06,cycle|7.14606933208e-05,keyword|3.53686280102e-05,capturing|7.83475874992e-05,panelist|0.000117913575769,ellipsoidal|3.08080547351e-05,link|7.14049635269e-05
flash|2.80519106673e-05,apply|0.000117273456367,maximize|3.54348336327e-05,safety|6.3941446842e-05,fmy|8.75807974578e-05,familiar|6.80873575141e-05,illustrating|0.000103520664018,structure-based|7.57563533372e-05,statistician|0.000103457290074,intuitive|8.61670396109e-05,sophisticated|9.92406576163e-05,putting|6.87802627129e-05,trace|0.000134135636894,pathology|8.82643453381e-06,shading|7.14606932621e-05,constrain|3.53686275579e-05,radiu|7.83475874952e-05,influence|0.000117913575769,directed|3.0808054711e-05,bare|7.14049635213e-05
disseminating|2.80519105961e-05,leveraged|0.000117273456366,consequence|3.54348333505e-05,gained|6.39414468204e-05,principal|8.75807974573e-05,reflected|6.80873574994e-05,push|0.000103520664017,unit|7.57563533332e-05,whenever|0.000103457290071,sample|8.61670396104e-05,eigenvector|9.92406576149e-05,directly|6.87802627098e-05,internet|0.000134135636894,subdividing|8.82643444896e-06,eda|7.14606932562e-05,encoding|3.53686274107e-05,patient|7.83475874871e-05,main|0.000117913575768,carry|3.08080545625e-05,piece|7.14049635199e-05
topical|2.80519105651e-05,digitally|0.000117273456366,article|3.54348327086e-05,intervention|6.39414468112e-05,market|8.75807974536e-05,management|6.80873574927e-05,fit|0.000103520664017,market|7.57563533288e-05,paid|0.000103457290071,employing|8.61670396064e-05,panel|9.92406576135e-05,methodology|6.87802627088e-05,pan-and-zoom|0.000134135636894,simplistic|8.8264342056e-06,name|7.1460693249e-05,multus|3.5368626994e-05,interactively|7.83475874822e-05,term|0.000117913575768,abstract|3.08080543751e-05,transportation|7.14049635175e-05
biomedical|2.80519105232e-05,supergraph|0.000117273456366,file|3.5434832576e-05,determine|6.394144678e-05,integration|8.75807974532e-05,dt-mrus|6.80873574913e-05,generalize|0.000103520664016,phylogenetic|7.57563533269e-05,parallelized|0.00010345729007,assigned|8.61670395995e-05,progressive|9.92406576133e-05,known|6.87802627081e-05,embedder|0.000134135636894,heterogeneou|8.82643418467e-06,recalling|7.14606932318e-05,pressure|3.53686269667e-05,subsequent|7.83475874633e-05,frequency-domain|0.000117913575768,academic|3.08080539416e-05,individual|7.1404963508e-05
illustration|2.80519105016e-05,euclidean|0.000117273456366,service|3.54348325462e-05,identify|6.39414467691e-05,approached|8.7580797453e-05,audience|6.80873574867e-05,convention|0.000103520664015,operate|7.57563533162e-05,high|0.000103457290069,deformed|8.61670395989e-05,comprising|9.92406576129e-05,limit|6.87802626908e-05,detect|0.000134135636893,immense|8.8264335468e-06,manifold|7.14606932225e-05,otherwise|3.53686263241e-05,multiresolution|7.83475874334e-05,polari|0.000117913575767,indicator|3.08080538026e-05,likely|7.1404963507e-05
partial|2.80519102203e-05,machine|0.000117273456365,driver|3.54348324812e-05,tangential|6.39414467617e-05,ius|8.75807974527e-05,rigorously|6.80873574764e-05,slicing|0.000103520664014,component|7.57563532956e-05,infovi|0.000103457290067,2002|8.61670395986e-05,demonstrated|9.92406576106e-05,analogy|6.87802626893e-05,despite|0.000134135636893,creating|8.82643339158e-06,non-empty|7.14606932155e-05,begin|3.53686262006e-05,voxelization|7.83475873941e-05,cooling|0.000117913575767,ending|3.08080535666e-05,expressing|7.14049635033e-05
angiography|2.80519100634e-05,simplification|0.000117273456365,union|3.54348323781e-05,subnetwork|6.39414467489e-05,crowdsourced|8.75807974511e-05,acting|6.8087357434e-05,management—life|0.000103520664012,found|7.57563532896e-05,position|0.000103457290067,remote|8.61670395967e-05,goal|9.92406576098e-05,precise|6.8780262669e-05,require|0.000134135636893,minimum|8.82643288655e-06,noisy|7.14606931744e-05,on-demand|3.53686260603e-05,rely|7.83475873899e-05,package|0.000117913575767,solf|3.08080530509e-05,typical|7.14049634913e-05
transition|2.80519098342e-05,peak|0.000117273456365,driven|3.54348319681e-05,infeasible|6.39414467471e-05,regional|8.75807974507e-05,telecommunication|6.80873574231e-05,path|0.000103520664012,highest|7.57563532723e-05,interfaces-theory|0.000103457290066,comparison|8.61670395857e-05,mean|9.92406576052e-05,term|6.87802626668e-05,censu|0.000134135636893,&|8.82643272454e-06,thereby|7.14606931354e-05,congestion|3.53686258513e-05,source|7.83475873759e-05,decisive|0.000117913575766,concerning|3.08080530104e-05,analyze|7.14049634716e-05
consider|2.80519098049e-05,entail|0.000117273456364,sport|3.54348318871e-05,outbreak|6.39414466448e-05,time-oriented|8.75807974502e-05,incorporate|6.80873574155e-05,handled|0.000103520664011,promising|7.57563532598e-05,“the|0.000103457290066,parametric|8.61670395842e-05,aware|9.92406576011e-05,thermal|6.87802626521e-05,entailed|0.000134135636893,dedicated|8.82643175482e-06,return|7.14606931247e-05,translating|3.53686252601e-05,member|7.83475873603e-05,pot|0.000117913575766,extent|3.08080515674e-05,collection|7.1404963464e-05
cfd|2.80519097886e-05,fuzzy|0.000117273456364,advantageou|3.54348316799e-05,likely|6.39414466268e-05,option|8.75807974494e-05,gene|6.80873574e-05,relevance|0.000103520664011,evaluation|7.57563532574e-05,downloaded|0.000103457290066,scanning|8.61670395827e-05,judgment|9.92406576007e-05,actual|6.87802626418e-05,high-volume|0.000134135636893,rapid|8.82643136792e-06,chance|7.14606931232e-05,feature-based|3.53686252196e-05,separating|7.83475873593e-05,arithmetic|0.000117913575766,costly|3.08080513376e-05,task-based|7.14049634579e-05
invalidate|2.80519096225e-05,experience|0.000117273456364,supercomputer|3.54348314283e-05,finite|6.39414466214e-05,quantity|8.7580797448e-05,suit|6.80873573612e-05,guide|0.000103520664011,expressed|7.57563532518e-05,nearest|0.000103457290065,hue|8.61670395724e-05,predictor|9.92406576004e-05,sr|6.87802626254e-05,inability|0.000134135636893,linguistic|8.82643010655e-06,university|7.14606931116e-05,indicating|3.53686250115e-05,step|7.83475873586e-05,position|0.000117913575765,essence|3.08080510365e-05,ground|7.14049634578e-05
precomputed|2.80519090575e-05,npr|0.000117273456363,recalling|3.54348313967e-05,effort|6.39414466071e-05,rule|8.75807974479e-05,comparative|6.80873573603e-05,matrix|0.00010352066401,equivalent|7.57563532439e-05,contest|0.000103457290065,variant|8.61670395698e-05,multi-projector|9.92406576001e-05,detailed|6.87802626101e-05,acceleration|0.000134135636893,reason|8.82642937837e-06,twice|7.14606930729e-05,interrelated|3.53686249624e-05,algebra|7.83475873532e-05,photographic|0.000117913575765,managed|3.08080509457e-05,expense|7.1404963447e-05
characterized|2.80519088045e-05,topological|0.000117273456363,board|3.54348310102e-05,needed|6.39414465943e-05,push|8.75807974469e-05,period|6.8087357349e-05,distance|0.00010352066401,achieved|7.57563532289e-05,previously|0.000103457290064,extensive|8.61670395693e-05,architecture|9.92406575994e-05,better|6.87802626041e-05,constraining|0.000134135636892,real-world|8.82642929392e-06,judgement|7.14606930543e-05,len|3.53686248921e-05,emerging|7.83475873465e-05,dot|0.000117913575764,stationary|3.08080508428e-05,criterion|7.14049634445e-05
costly|2.80519085673e-05,locally|0.000117273456362,specified|3.54348309811e-05,clicking|6.39414465589e-05,imprecision|8.75807974456e-05,cue|6.80873573463e-05,[8]|0.000103520664009,oriented|7.57563532274e-05,originating|0.000103457290063,fundamental|8.61670395688e-05,offering|9.9240657597e-05,remain|6.87802625824e-05,streamed|0.000134135636892,intelligence|8.82642868918e-06,evolution|7.14606930319e-05,conveniently|3.53686246423e-05,specialty|7.83475873382e-05,devising|0.000117913575764,commercial|3.08080505201e-05,waste|7.14049634409e-05
influenced|2.80519083317e-05,terrorist|0.000117273456362,isolate|3.54348308914e-05,environmental|6.39414465393e-05,ensured|8.75807974452e-05,improving|6.80873573129e-05,color-coded|0.000103520664007,interview|7.57563531895e-05,genetic|0.000103457290062,structured|8.61670395566e-05,limited|9.92406575945e-05,get|6.87802625524e-05,brick-based|0.000134135636892,state-of-the-art|8.826427508e-06,theoretical|7.14606930007e-05,stimulu|3.53686244795e-05,barrier|7.8347587323e-05,marketing|0.000117913575764,sequential|3.08080502341e-05,sparse|7.14049634373e-05
off-line|2.80519081762e-05,hybrid|0.000117273456362,homogeneou|3.54348306683e-05,storing|6.39414464843e-05,discus|8.75807974447e-05,taxonomy|6.8087357311e-05,globe|0.000103520664006,integrating|7.57563531853e-05,interact|0.000103457290062,low|8.61670395504e-05,systematic|9.92406575935e-05,limitation|6.87802625498e-05,localize|0.000134135636892,perspective-correct|8.82642651772e-06,sport|7.14606929676e-05,unknown|3.53686243603e-05,in-depth|7.83475873102e-05,computation|0.000117913575763,denote|3.08080496011e-05,triage|7.14049634238e-05
aggregate|2.80519081329e-05,binary|0.000117273456361,realizing|3.5434830442e-05,historic|6.39414464414e-05,centroid|8.75807974413e-05,larger|6.80873572897e-05,misleading|0.000103520664006,accessing|7.57563531833e-05,browsing|0.000103457290062,microsoft|8.61670395492e-05,predict|9.92406575933e-05,rate|6.87802625411e-05,compare|0.000134135636892,mark|8.82642628491e-06,normally|7.14606929455e-05,conduct|3.53686242099e-05,locality|7.83475872864e-05,neuronal|0.000117913575763,reconfigurable|3.08080495296e-05,concurrently|7.14049634143e-05
soil|2.80519077314e-05,graphics—methodology|0.000117273456361,causing|3.5434830326e-05,amplitude|6.39414463798e-05,drife|8.75807974409e-05,decision-making|6.80873572421e-05,early|0.000103520664006,powerful|7.57563531827e-05,lower-dimensional|0.000103457290061,publication|8.61670395459e-05,accelerating|9.92406575848e-05,entail|6.87802625212e-05,along|0.000134135636891,groundwater|8.82642607183e-06,longer|7.14606928859e-05,fine|3.5368624132e-05,desire|7.83475872534e-05,name|0.000117913575763,struggle|3.08080495168e-05,considerable|7.14049634116e-05
regulation|2.80519076638e-05,van|0.000117273456361,prohibitive|3.54348303201e-05,favorable|6.39414463758e-05,next|8.75807974408e-05,wish|6.80873572381e-05,pcp|0.000103520664006,grouped|7.57563531452e-05,fault|0.000103457290061,fictitiou|8.61670395459e-05,additional|9.92406575842e-05,xml|6.87802625137e-05,regarding|0.000134135636891,contextual|8.82642586152e-06,determined|7.14606928693e-05,involf|3.53686236231e-05,manual|7.83475872338e-05,schema|0.000117913575763,matter|3.08080492305e-05,proteomic|7.14049634047e-05
balancing|2.80519070973e-05,command|0.00011727345636,exemplify|3.54348303037e-05,explicit|6.39414463302e-05,meant|8.75807974403e-05,lose|6.80873572139e-05,frequently|0.000103520664005,inter-disciplinary|7.57563531265e-05,tree|0.00010345729006,hyperplane|8.61670395343e-05,viewer|9.92406575784e-05,instrumented|6.878026251e-05,time-coherent|0.000134135636891,connected|8.82642510267e-06,reuse|7.14606928626e-05,encourage|3.53686230185e-05,confidence|7.83475872273e-05,light|0.000117913575762,incoming|3.08080490829e-05,depicted|7.14049633866e-05
treating|2.80519070824e-05,refine|0.00011727345636,facility|3.54348300022e-05,distinguishable|6.3941446317e-05,polymer|8.75807974402e-05,editor|6.80873571992e-05,bottleneck|0.000103520664003,offered|7.57563530694e-05,environment|0.00010345729006,remain|8.61670395294e-05,dense|9.92406575775e-05,carried|6.8780262506e-05,prime|0.000134135636891,commensurate|8.82642461765e-06,psychology|7.14606928576e-05,option|3.53686229747e-05,biomedical|7.83475872178e-05,primitive|0.000117913575762,fine|3.0808048947e-05,integration|7.14049633789e-05
simulating|2.80519068819e-05,speed-up|0.00011727345636,fashion|3.54348298866e-05,true|6.39414462962e-05,"""goodness""|8.75807974398e-05",contraction|6.80873571879e-05,brick|0.000103520664,favorably|7.57563530673e-05,resulted|0.00010345729006,minimum|8.61670395284e-05,executing|9.92406575771e-05,wysiwyg|6.87802624906e-05,accuracy|0.000134135636891,axi|8.82642445846e-06,governing|7.14606928342e-05,extensive|3.53686229622e-05,report|7.83475872123e-05,ventricular|0.000117913575761,conclusion|3.08080487155e-05,source|7.14049633777e-05
organized|2.80519068412e-05,rely|0.00011727345636,indicate|3.54348294828e-05,satisfied|6.39414462901e-05,labeling|8.75807974383e-05,solving|6.8087357168e-05,studying|0.000103520664,virtually|7.57563530421e-05,kinematic|0.000103457290055,solar|8.61670395249e-05,still|9.92406575752e-05,intended|6.87802624738e-05,les|0.000134135636891,atlantic|8.82642423676e-06,photo|7.14606927548e-05,browser|3.53686217811e-05,interpretation|7.83475872082e-05,wild|0.000117913575761,restoring|3.08080487103e-05,report|7.14049633567e-05
non-linear|2.80519067389e-05,participate|0.000117273456359,elaborate|3.54348293554e-05,transparent|6.39414462359e-05,selectively|8.75807974381e-05,overlap|6.80873571235e-05,alignment|0.000103520663999,explorer|7.57563530239e-05,recorded|0.000103457290054,arithmetic|8.61670395191e-05,affect|9.92406575721e-05,prognosi|6.87802624339e-05,bearing|0.000134135636891,confronted|8.82642393721e-06,topography|7.14606927337e-05,shot|3.53686216617e-05,nerve|7.83475872066e-05,execution|0.000117913575761,employ|3.08080486596e-05,venue|7.14049633552e-05
corpus|2.80519066852e-05,promising|0.000117273456359,supergraph|3.54348292839e-05,oxygen|6.39414462079e-05,pcp|8.75807974373e-05,focus-and-context|6.80873571082e-05,smoothing|0.000103520663998,artist|7.57563530153e-05,affiliation|0.000103457290053,coordinated|8.61670395179e-05,richer|9.92406575705e-05,varying|6.87802624181e-05,ethnographic|0.000134135636891,magnification|8.8264229385e-06,spotting|7.14606927044e-05,entity|3.53686215185e-05,fmy|7.83475871736e-05,time-consuming|0.000117913575761,alternate|3.08080485317e-05,remain|7.14049633544e-05
set'|2.80519066776e-05,triangulation|0.000117273456358,illumination|3.54348292127e-05,minimizing|6.39414461908e-05,heterogeneity|8.75807974366e-05,user-driven|6.8087357095e-05,representing|0.000103520663996,table|7.5756353011e-05,museum|0.000103457290053,les|8.61670395016e-05,tabletop|9.92406575701e-05,nevertheles|6.8780262391e-05,human-centered|0.00013413563689,oscillation|8.82642273938e-06,studied|7.14606926928e-05,guarantee|3.53686212346e-05,friction|7.834758717e-05,event-based|0.000117913575761,board|3.08080481643e-05,depict|7.14049633531e-05
renewed|2.80519066765e-05,scatterplot|0.000117273456358,geophysic|3.5434828657e-05,implication|6.39414461533e-05,plane|8.75807974338e-05,high-resolution|6.8087357073e-05,future|0.000103520663996,entirety|7.57563529928e-05,imprecision|0.000103457290052,serial|8.61670394984e-05,externalization|9.92406575641e-05,inhibit|6.87802623559e-05,illustrated|0.00013413563689,30|8.82642250246e-06,graceful|7.14606926508e-05,facility|3.53686210951e-05,intricate|7.83475871598e-05,enormou|0.000117913575761,goal-oriented|3.08080481437e-05,stroke|7.14049633463e-05
constrain|2.80519065862e-05,convergence|0.000117273456358,traffic|3.54348284143e-05,preserve|6.39414461502e-05,modify|8.75807974326e-05,rationale|6.80873570315e-05,growing|0.000103520663994,hand-drawn|7.57563529843e-05,path|0.000103457290051,posses|8.61670394963e-05,knowledge-assisted|9.92406575633e-05,competing|6.87802623504e-05,layered|0.000134135636889,regard|8.82642232257e-06,comment|7.14606926153e-05,time-resolved|3.5368621014e-05,time-series|7.83475871256e-05,empirically|0.00011791357576,satisfactory|3.08080477701e-05,biography|7.14049633254e-05
comprising|2.80519065624e-05,vrml|0.000117273456358,inaccurate|3.54348284009e-05,so-called|6.39414461479e-05,dominated|8.75807974314e-05,rope|6.80873570265e-05,stopping|0.000103520663994,criterium|7.57563529649e-05,explosive|0.00010345729005,maintaining|8.61670394962e-05,subdivide|9.92406575619e-05,vium|6.87802623351e-05,engage|0.000134135636889,transparent|8.82642230526e-06,better|7.14606925817e-05,dominate|3.53686209342e-05,portion|7.83475871245e-05,message|0.00011791357576,extinction|3.08080476208e-05,comprehensible|7.14049633239e-05
desired|2.8051906439e-05,streamline|0.000117273456358,note|3.543482803e-05,mathematical|6.39414461478e-05,intended|8.75807974313e-05,essential|6.80873570259e-05,monitor|0.000103520663993,comprehensive|7.57563529627e-05,variability|0.000103457290049,market|8.61670394956e-05,tetrahedral|9.92406575561e-05,regional|6.87802623242e-05,flexibility|0.000134135636889,morse|8.82642216965e-06,biology|7.14606924952e-05,illuminate|3.53686207595e-05,supercomputer|7.83475871068e-05,tree-view|0.00011791357576,astronomy|3.08080474748e-05,measure|7.14049633066e-05
last|2.80519063759e-05,grounded|0.000117273456358,proceed|3.54348278732e-05,highest|6.39414460735e-05,attribute|8.75807974312e-05,storm|6.80873570239e-05,extension|0.000103520663993,death|7.5756352945e-05,comprehensible|0.000103457290049,g|8.61670394952e-05,lack|9.92406575552e-05,dna|6.87802623178e-05,basing|0.000134135636889,behavimy|8.82642173176e-06,fewer|7.14606924641e-05,greater|3.53686205122e-05,sampling|7.83475871001e-05,table-view|0.00011791357576,maxima|3.08080469882e-05,collapsed|7.14049632984e-05
primarily|2.80519061178e-05,usual|0.000117273456358,maxima|3.54348277457e-05,providing|6.39414460485e-05,lead|8.75807974306e-05,known|6.80873570099e-05,assistive|0.000103520663992,triangular|7.57563529354e-05,electron|0.000103457290048,nice|8.61670394927e-05,chain|9.92406575547e-05,minimization|6.87802623005e-05,branching|0.000134135636889,comparable|8.82642008955e-06,improving|7.14606924193e-05,happened|3.53686202956e-05,decoder|7.83475870999e-05,dilemma|0.000117913575759,aided|3.08080468693e-05,steering|7.14049632948e-05
correlate|2.80519060525e-05,layered|0.000117273456358,space-efficient|3.54348276405e-05,best|6.39414460479e-05,measured|8.75807974304e-05,conclusion|6.80873570041e-05,format|0.000103520663992,reflecting|7.57563529328e-05,characterizing|0.000103457290048,atla|8.61670394906e-05,window|9.92406575537e-05,precision|6.8780262299e-05,tract|0.000134135636889,sacrificing|8.82641916145e-06,cartography|7.14606923913e-05,hue|3.53686200479e-05,timing|7.83475870908e-05,investigator|0.000117913575759,blue|3.08080468518e-05,vtk|7.14049632894e-05
manager|2.8051905872e-05,depth|0.000117273456357,desired|3.5434827405e-05,trivial|6.39414460336e-05,reflective|8.75807974298e-05,concurrent|6.80873569828e-05,imposed|0.000103520663991,routing|7.57563529291e-05,1984|0.000103457290047,estimated|8.61670394876e-05,noteworthy|9.92406575527e-05,depict|6.87802622824e-05,magnetic|0.000134135636889,justify|8.82641885677e-06,shadow|7.14606923853e-05,warping|3.53686197686e-05,binding|7.83475870852e-05,winner|0.000117913575758,period|3.08080468272e-05,runtime|7.14049632683e-05
private|2.80519055975e-05,accordance|0.000117273456357,reliance|3.54348272682e-05,effectively|6.3941446014e-05,perspective|8.75807974297e-05,public|6.80873569778e-05,composite|0.000103520663991,user-friendly|7.57563529115e-05,subjectively|0.000103457290046,ubiquitou|8.61670394867e-05,primitive|9.92406575503e-05,selected|6.87802622581e-05,ground|0.000134135636888,verification|8.82641873259e-06,overlapped|7.1460692379e-05,dominant|3.53686188012e-05,specification|7.83475870647e-05,monoscopic|0.000117913575757,derivation|3.0808046724e-05,timestep|7.14049632599e-05
interstellar|2.80519054012e-05,300|0.000117273456357,encoding|3.54348271421e-05,logic|6.39414459759e-05,management—life|8.75807974292e-05,confidence|6.80873569701e-05,traditional|0.00010352066399,easy-to-use|7.57563528675e-05,rigorou|0.000103457290045,ambient|8.61670394777e-05,traversal|9.92406575485e-05,redundant|6.87802622547e-05,connection|0.000134135636888,became|8.8264181016e-06,scripting|7.1460692366e-05,longer|3.53686186619e-05,shape|7.83475870624e-05,null|0.000117913575757,dataspace|3.08080465524e-05,single-user|7.14049632559e-05
serve|2.80519053086e-05,hotel|0.000117273456356,segmenting|3.54348270297e-05,declarative|6.39414459606e-05,following|8.7580797429e-05,cell'|6.80873569611e-05,les|0.00010352066399,drop|7.57563528513e-05,solved|0.000103457290045,width|8.61670394746e-05,interpolate|9.9240657547e-05,two-step|6.8780262238e-05,evaluating|0.000134135636888,afterward|8.82641783695e-06,deduced|7.14606923597e-05,distinction|3.53686184371e-05,high-throughput|7.83475870553e-05,proposing|0.000117913575757,conveniently|3.08080462793e-05,electric|7.14049632501e-05
open|2.80519052135e-05,employee|0.000117273456356,detail-on-demand|3.54348265276e-05,covariate|6.39414459217e-05,motivation|8.75807974264e-05,facilitating|6.80873569561e-05,route|0.000103520663989,extremely|7.57563528479e-05,life|0.000103457290044,preintegration|8.61670394735e-05,content|9.9240657547e-05,concavity|6.87802622375e-05,policy|0.000134135636888,biological|8.8264164292e-06,ensemble|7.14606923463e-05,scanning|3.53686183541e-05,multiscale|7.83475870517e-05,disk|0.000117913575757,4|3.08080462098e-05,revisit|7.14049632417e-05
substantial|2.80519050677e-05,n-d|0.000117273456356,avoid|3.54348264752e-05,product|6.39414459073e-05,relativistic|8.75807974262e-05,judgment|6.80873569521e-05,measure|0.000103520663988,tool'|7.57563528407e-05,pcp|0.000103457290044,floating-point|8.61670394645e-05,neighborhood|9.92406575446e-05,c|6.87802622274e-05,fake|0.000134135636888,infeasible|8.82641633266e-06,handled|7.14606923353e-05,growing|3.53686181816e-05,convex|7.83475870423e-05,cross-filtering|0.000117913575756,plug-in|3.08080462096e-05,cell|7.14049632356e-05
aesthetically|2.80519050345e-05,pc-mrus|0.000117273456356,eigenvector|3.54348264477e-05,orthographic|6.39414458998e-05,missing|8.75807974262e-05,becoming|6.8087356952e-05,programmable|0.000103520663988,geographer|7.57563528335e-05,len|0.000103457290044,correspondingly|8.6167039461e-05,evaluation|9.92406575445e-05,performing|6.8780262215e-05,symposium|0.000134135636888,user's|8.82641550866e-06,discrepancy|7.14606923212e-05,skipping|3.53686181461e-05,octree|7.83475870405e-05,plasma|0.000117913575756,traffic|3.08080461914e-05,beyond|7.14049632291e-05
inconsistency|2.80519047705e-05,consecutively|0.000117273456355,last|3.54348264097e-05,past|6.39414458323e-05,review|8.75807974256e-05,quickly|6.80873569354e-05,million|0.000103520663987,ensure|7.57563528332e-05,topologically|0.000103457290042,remarkable|8.61670394589e-05,reflective|9.92406575444e-05,vistum|6.87802621961e-05,music|0.000134135636887,investigate|8.82641426383e-06,clustering|7.14606922982e-05,requested|3.53686180144e-05,worse|7.83475870397e-05,dense|0.000117913575756,physicist|3.08080461181e-05,budget|7.14049632212e-05
html|2.80519042926e-05,clinical|0.000117273456355,semi-transparent|3.54348263932e-05,synergistic|6.39414457799e-05,zooming|8.75807974249e-05,blurry|6.80873569261e-05,enhancement|0.000103520663986,gigabyte-sized|7.57563528117e-05,linkage|0.000103457290042,satisfied|8.61670394577e-05,space-efficient|9.92406575419e-05,appeal|6.87802621854e-05,second|0.000134135636887,taxonomy|8.82641363689e-06,similarity|7.14606922443e-05,categorization|3.53686178922e-05,liberal|7.83475870295e-05,magnetic|0.000117913575755,observer|3.08080460273e-05,functioning|7.14049632162e-05
biologically|2.80519041262e-05,frequency-domain|0.000117273456355,nice|3.54348263202e-05,remarkable|6.39414457636e-05,endeavor|8.75807974247e-05,mortality|6.80873569211e-05,morph|0.000103520663985,"""virtual|7.57563528045e-05",situation|0.000103457290041,compres|8.61670394573e-05,geospatial|9.92406575378e-05,applied|6.87802621666e-05,positive|0.000134135636887,taxonomic|8.82641258246e-06,write|7.14606922278e-05,relative|3.53686176252e-05,medicine|7.83475870217e-05,cube|0.000117913575755,feasibility|3.08080457158e-05,minimum|7.14049632128e-05
maximizing|2.80519039878e-05,shearing|0.000117273456355,march|3.5434826311e-05,activity|6.3941445754e-05,isosurface|8.75807974243e-05,objective|6.80873569206e-05,navigate|0.000103520663984,inclusion|7.57563527917e-05,experiment|0.00010345729004,system'|8.61670394548e-05,actually|9.92406575368e-05,handled|6.87802621635e-05,zero|0.000134135636887,supported|8.82641080646e-06,longitudinal|7.14606921986e-05,scan|3.53686176176e-05,decomposed|7.83475870215e-05,fostering|0.000117913575755,contraction|3.08080452601e-05,intuition|7.14049632121e-05
rhetorical|2.80519039708e-05,advanced|0.000117273456355,seamles|3.54348261613e-05,health|6.39414456924e-05,expression|8.75807974228e-05,extract|6.80873569187e-05,consider|0.000103520663983,placement|7.57563527782e-05,informative|0.000103457290038,film|8.61670394546e-05,player|9.92406575353e-05,1997|6.87802621452e-05,informally|0.000134135636887,illustrative|8.82640990689e-06,md|7.14606921488e-05,moved|3.53686175936e-05,promising|7.83475870208e-05,biase|0.000117913575754,manipulated|3.08080449583e-05,difficult|7.1404963206e-05
interpret|2.80519038039e-05,ace|0.000117273456354,supercomputing|3.5434826058e-05,water|6.39414456913e-05,introducing|8.75807974225e-05,owner|6.80873569074e-05,client|0.000103520663983,externalize|7.57563527739e-05,effect|0.000103457290038,repository|8.61670394526e-05,user'|9.92406575317e-05,diverse|6.87802621128e-05,proposal|0.000134135636887,narrow|8.82640925307e-06,polytope|7.14606921352e-05,conceptualization|3.53686175813e-05,equal|7.83475870115e-05,los|0.000117913575754,discovered|3.08080448545e-05,general|7.14049631961e-05
characterization|2.80519031493e-05,slice|0.000117273456354,intertwined|3.54348259888e-05,linearly|6.39414456169e-05,little|8.75807974216e-05,efficiency|6.80873568897e-05,reliable|0.000103520663981,scientifically|7.57563527686e-05,allow|0.000103457290037,reconfiguring|8.61670394508e-05,encompass|9.92406575314e-05,situation|6.87802620958e-05,incomplete|0.000134135636886,clearly|8.82640850931e-06,ambient|7.14606921213e-05,reflected|3.53686175486e-05,famou|7.83475869922e-05,convex|0.000117913575754,equivalent|3.08080448032e-05,minimizing|7.14049631865e-05
attached|2.80519029369e-05,desktop|0.000117273456353,expectation|3.5434825928e-05,noisy|6.39414455965e-05,homology|8.75807974215e-05,so-called|6.80873568822e-05,need|0.000103520663981,instance|7.57563527626e-05,brick|0.000103457290037,contest|8.6167039444e-05,indication|9.92406575306e-05,examined|6.87802620958e-05,position|0.000134135636886,adjusting|8.82640845324e-06,operator|7.14606921073e-05,putting|3.53686171609e-05,filtering|7.83475869884e-05,metadata-rich|0.000117913575754,biology|3.08080445529e-05,progress|7.14049631864e-05
leader|2.80519028945e-05,suboptimal|0.000117273456352,tile|3.54348252411e-05,subject|6.39414455548e-05,sunfall|8.75807974184e-05,challenge|6.80873568758e-05,hierarchy|0.000103520663981,power|7.57563527429e-05,structural|0.000103457290036,right|8.61670394437e-05,composition|9.92406575281e-05,repeatedly|6.87802620915e-05,spot|0.000134135636886,anomaly|8.82640840648e-06,matrix|7.14606921009e-05,additive|3.53686171132e-05,round|7.83475869825e-05,simulating|0.000117913575753,scan|3.08080445185e-05,force-directed|7.14049631847e-05
maintaining|2.80519028597e-05,wavelet|0.000117273456352,attack|3.54348250173e-05,six|6.3941445544e-05,wing|8.75807974182e-05,exposed|6.80873568394e-05,inside|0.00010352066398,5|7.57563527363e-05,time-step|0.000103457290036,spiral|8.61670394349e-05,tableau|9.92406575255e-05,unclear|6.8780262079e-05,back|0.000134135636886,posses|8.82640834424e-06,orientation|7.14606920902e-05,actor|3.53686169779e-05,slab|7.83475869774e-05,increased|0.000117913575753,otherwise|3.08080441202e-05,best|7.14049631802e-05
