Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
reductionist|0.000114622919496,navigator|5.09338284826e-05,post-processing|7.11443133548e-05,trade-off|3.8367871807e-05,x|8.53866632879e-06,attractive|4.92155988533e-05,engine|7.13662536521e-05,operator|0.000102949252216,perceivable|0.000121618039525,curse|8.96476170219e-05,jet|8.68760004039e-05,extent|9.45470347669e-05,sparse|9.93449827378e-05,near|1.82312824109e-05,convey|6.69783084949e-05,calculate|0.000111057608296,surgical|5.47113462644e-05,strength|9.95020990862e-05,quick|7.67914702854e-05,interpolate|8.12092534162e-05
coalesce|0.000114622919496,astronomy|5.09338284607e-05,greatly|7.11443133514e-05,multi-resolution|3.83678717917e-05,deployed|8.5386662366e-06,stability|4.92155988522e-05,assessed|7.13662536514e-05,antialiasing|0.000102949252216,texturing|0.000121618039525,add|8.96476170219e-05,grand|8.68760004013e-05,max|9.45470347667e-05,specify|9.93449827377e-05,shader|1.82312824105e-05,biomedical|6.69783084713e-05,overall|0.000111057608295,recognition|5.47113462331e-05,table-view|9.95020990858e-05,probabilistic|7.67914702844e-05,gestalt|8.12092534161e-05
knowledge-based|0.000114622919496,laser|5.09338284601e-05,facilitated|7.11443133473e-05,relevant|3.83678717621e-05,continuity|8.53866598562e-06,integrate|4.9215598852e-05,marker|7.13662536476e-05,rna|0.000102949252216,processor|0.000121618039525,address|8.96476170211e-05,maintained|8.68760004001e-05,correspondence|9.45470347666e-05,production|9.93449827376e-05,impression|1.82312822348e-05,exhibiting|6.69783084613e-05,thicknes|0.000111057608294,finite|5.47113462211e-05,tree-view|9.95020990858e-05,two-dimensional|7.6791470283e-05,published|8.12092534153e-05
orthogonality|0.000114622919496,semi-automated|5.09338284514e-05,voxel|7.11443133469e-05,mentally|3.83678717539e-05,mark|8.53866595964e-06,imply|4.92155988481e-05,expectation|7.13662536429e-05,multi-field|0.000102949252216,user-defined|0.000121618039525,conclude|8.9647617021e-05,examination|8.68760003992e-05,near|9.45470347663e-05,investigated|9.93449827375e-05,character|1.82312820919e-05,confidence|6.69783084525e-05,situ|0.000111057608294,pixel-oriented|5.47113462037e-05,inner|9.95020990857e-05,empirical|7.67914702824e-05,facet|8.12092534142e-05
regulatory|0.000114622919496,consecutive|5.09338284491e-05,pursuit|7.11443133455e-05,interactivity|3.83678717464e-05,health|8.53866547359e-06,diversity|4.92155988437e-05,capable|7.13662536371e-05,pre-defined|0.000102949252215,unexpected|0.000121618039525,engaging|8.9647617021e-05,decay|8.68760003986e-05,subgraph|9.45470347658e-05,irregular|9.93449827361e-05,cros|1.8231282067e-05,frequency|6.69783084361e-05,streamline|0.000111057608294,concerning|5.47113461976e-05,extend|9.95020990854e-05,tube|7.67914702819e-05,atomic|8.12092534136e-05
clas|0.000114622919496,shared|5.09338284447e-05,lattice|7.11443133443e-05,solf|3.83678717448e-05,collect|8.53866537488e-06,height|4.92155988387e-05,industry|7.13662536297e-05,avenue|0.000102949252215,sdk|0.000121618039524,event-based|8.96476170198e-05,interaction|8.68760003984e-05,application-specific|9.45470347631e-05,ibfv|9.93449827342e-05,40|1.82312820216e-05,barycentric|6.6978308428e-05,protein'|0.000111057608294,replacement|5.47113461906e-05,obtained|9.95020990852e-05,page|7.67914702819e-05,outline|8.12092534127e-05
viewed|0.000114622919495,isolate|5.09338284264e-05,interesting|7.11443133331e-05,advent|3.83678717353e-05,attractive|8.53866486757e-06,concern|4.92155988369e-05,character|7.13662536238e-05,slightly|0.000102949252215,artery|0.000121618039524,reconstructed|8.96476170192e-05,unlike|8.6876000395e-05,driven|9.45470347626e-05,scented|9.93449827336e-05,empirically|1.82312819911e-05,dialogue|6.69783084198e-05,decoding|0.000111057608293,company|5.47113461636e-05,spoken|9.95020990834e-05,member|7.67914702796e-05,factor|8.12092534106e-05
barycenter|0.000114622919495,pleasing|5.09338284103e-05,loaded|7.1144313318e-05,round|3.8367871733e-05,degeneracy|8.53866422348e-06,dedicated|4.92155988355e-05,collision|7.1366253619e-05,outset|0.000102949252215,barycentric|0.000121618039524,bottleneck|8.9647617019e-05,rate|8.68760003928e-05,conform|9.45470347612e-05,ad-hoc|9.93449827329e-05,pleasing|1.82312818454e-05,compilation|6.69783083968e-05,cleveland|0.000111057608293,imaging|5.47113461442e-05,distribution|9.95020990831e-05,culture|7.6791470278e-05,categorical|8.12092534093e-05
parent-child|0.000114622919495,removal|5.09338283883e-05,placing|7.11443133174e-05,photograph|3.83678717138e-05,observed|8.53866420727e-06,vary|4.9215598808e-05,augmenting|7.13662536189e-05,complication|0.000102949252215,molecule|0.000121618039524,history|8.96476170187e-05,velocity|8.68760003911e-05,initial|9.45470347608e-05,designer|9.93449827323e-05,composite|1.82312818207e-05,finding|6.69783083932e-05,hotel|0.000111057608293,routine|5.47113461338e-05,versatile|9.95020990829e-05,ongoing|7.67914702772e-05,minimal|8.12092534083e-05
ancestor|0.000114622919495,log|5.09338283871e-05,refinement|7.11443133165e-05,monitor|3.83678716652e-05,selected|8.53866417025e-06,emission|4.92155988055e-05,reflective|7.13662536164e-05,evaluate|0.000102949252214,printed|0.000121618039523,exaggerate|8.96476170185e-05,photo|8.68760003892e-05,keynote|9.45470347591e-05,industry|9.93449827314e-05,tuple|1.82312817718e-05,proof|6.69783083787e-05,axis-aligned|0.000111057608293,smooth|5.47113461212e-05,relating|9.95020990826e-05,individually|7.67914702749e-05,radially|8.12092534082e-05
court|0.000114622919495,removing|5.09338283803e-05,mobile|7.11443133164e-05,integrate|3.83678716623e-05,crossing|8.53866413928e-06,designing|4.92155988035e-05,coalesce|7.13662536163e-05,production|0.000102949252214,airway|0.000121618039523,ultrasound|8.96476170181e-05,phenomena|8.68760003883e-05,relativistic|9.45470347576e-05,multi-step|9.93449827297e-05,piece|1.82312817594e-05,agree|6.69783083454e-05,icon|0.000111057608293,multi-field|5.47113461172e-05,air|9.95020990822e-05,vorticity|7.67914702672e-05,proposal|8.1209253407e-05
tf|0.000114622919495,thoma|5.09338283786e-05,perceptual|7.11443133147e-05,sector|3.83678716528e-05,transient|8.53866393834e-06,core|4.92155987888e-05,multi-field|7.13662536113e-05,regularization|0.000102949252214,burning|0.000121618039523,ubiquitou|8.96476170173e-05,invariant|8.68760003877e-05,4|9.45470347559e-05,25|9.93449827292e-05,advancement|1.82312816522e-05,became|6.6978308337e-05,optimally|0.000111057608292,unified|5.47113461068e-05,unveil|9.95020990811e-05,package|7.6791470263e-05,conclusion|8.12092534055e-05
erroneou|0.000114622919495,note|5.09338283652e-05,path|7.11443133111e-05,identify|3.8367871646e-05,deliver|8.53866391112e-06,beneath|4.92155987812e-05,vium|7.13662536051e-05,projected|0.000102949252214,decompressed|0.000121618039523,energy|8.9647617017e-05,ratio|8.6876000387e-05,outdoor|9.45470347558e-05,perceptually|9.93449827282e-05,convection|1.82312816425e-05,hull|6.69783083117e-05,consecutively|0.000111057608291,microstructure|5.47113460915e-05,converting|9.9502099081e-05,communicate|7.67914702621e-05,cave|8.1209253405e-05
bertin'|0.000114622919495,try|5.09338283593e-05,inference|7.11443133093e-05,read|3.83678716427e-05,isocontour|8.5386638719e-06,rating|4.92155987607e-05,mechanical|7.13662536041e-05,splat|0.000102949252214,format|0.000121618039523,pie|8.96476170167e-05,track|8.68760003864e-05,user-centered|9.45470347554e-05,ordinary|9.93449827272e-05,herein|1.82312815408e-05,eg|6.69783083077e-05,multi-source|0.000111057608291,tomography|5.47113460904e-05,driven|9.950209908e-05,yet|7.67914702608e-05,lo|8.12092534034e-05
player|0.000114622919495,bertin'|5.09338283563e-05,orientation|7.1144313308e-05,sound|3.83678716355e-05,requiring|8.53866386858e-06,mixed|4.92155987531e-05,overload|7.13662536e-05,attitude|0.000102949252213,disambiguate|0.000121618039523,cross-filtering|8.96476170166e-05,gi|8.68760003857e-05,standardized|9.45470347547e-05,extracted|9.9344982727e-05,accelerating|1.82312814928e-05,iso-surface|6.69783083068e-05,querying|0.000111057608291,confronted|5.47113460738e-05,proving|9.95020990799e-05,maintain|7.67914702542e-05,random|8.12092534033e-05
economist|0.000114622919494,pca|5.09338283206e-05,reconfiguration|7.11443133069e-05,involving|3.83678716352e-05,precomputed|8.538663475e-06,networking|4.92155987497e-05,improve|7.13662535993e-05,biggest|0.000102949252213,extracting|0.000121618039523,reduced|8.96476170165e-05,three-dimensional|8.68760003853e-05,subject|9.45470347534e-05,non-spatial|9.93449827258e-05,failure|1.82312814605e-05,spectrometry|6.697830828e-05,superimpose|0.000111057608291,deformable|5.47113460649e-05,amenable|9.95020990797e-05,embodiment|7.67914702534e-05,discover|8.12092534031e-05
simplified|0.000114622919494,matrix|5.09338283198e-05,network|7.11443133039e-05,straightforward|3.83678716337e-05,deal|8.53866331802e-06,wrapped|4.92155987249e-05,collaboration|7.13662535953e-05,germany|0.000102949252213,translate|0.000121618039523,linguistic|8.96476170162e-05,reusable|8.68760003809e-05,publish|9.45470347532e-05,founded|9.93449827253e-05,fail|1.82312813402e-05,embed|6.69783082752e-05,multivariate|0.00011105760829,parallelize|5.47113460645e-05,schedule|9.95020990789e-05,obstacle|7.67914702531e-05,sampled|8.12092534027e-05
list|0.000114622919494,identify|5.09338283145e-05,body-centered|7.11443133021e-05,substrate|3.83678715657e-05,extra|8.53866246417e-06,analog|4.92155986784e-05,dense|7.13662535949e-05,feature-space|0.000102949252213,reference|0.000121618039522,drive|8.96476170154e-05,tradeoff|8.68760003765e-05,advent|9.45470347532e-05,google|9.93449827244e-05,driven|1.82312813165e-05,tremendou|6.69783082751e-05,extension|0.00011105760829,pair|5.47113460599e-05,whole|9.95020990783e-05,novice|7.67914702525e-05,table|8.12092534022e-05
cut|0.000114622919494,amplification|5.09338282998e-05,computationally|7.11443133003e-05,virtually|3.83678715579e-05,solve|8.53866183859e-06,fish-eye|4.92155986488e-05,morphological|7.13662535888e-05,discrepancy|0.000102949252213,today'|0.000121618039522,busines|8.96476170148e-05,experienced|8.68760003757e-05,maintain|9.45470347529e-05,reaching|9.93449827219e-05,economic|1.82312812964e-05,management|6.69783082731e-05,strip|0.00011105760829,leveraged|5.47113460574e-05,quantization|9.95020990779e-05,focuse|7.67914702521e-05,write|8.12092534019e-05
discretized|0.000114622919494,risk|5.09338282946e-05,established|7.11443132998e-05,careful|3.83678715316e-05,operate|8.53866089707e-06,recommendation|4.9215598634e-05,tabular|7.13662535762e-05,higher|0.000102949252213,high-resolution|0.000121618039522,centrality|8.96476170147e-05,resolved|8.68760003731e-05,geographic/geospatial|9.45470347502e-05,personal|9.93449827205e-05,open|1.82312811995e-05,cohesive|6.69783082664e-05,crystal|0.00011105760829,&|5.47113460466e-05,morphological|9.95020990777e-05,inherently|7.67914702519e-05,day|8.12092533979e-05
useles|0.000114622919493,2d|5.09338282827e-05,emerging|7.1144313299e-05,multiple-view|3.83678714995e-05,critical|8.53866068136e-06,symmetric|4.92155986212e-05,addition|7.13662535758e-05,hue|0.000102949252213,explorer|0.000121618039522,deal|8.96476170141e-05,convey|8.68760003714e-05,long|9.45470347501e-05,viability|9.93449827202e-05,linkage|1.8231281186e-05,unpredictable|6.69783082658e-05,norm|0.000111057608289,unsupervised|5.47113460415e-05,displaying|9.95020990774e-05,clas|7.67914702518e-05,host|8.12092533968e-05
already|0.000114622919493,lack|5.09338282814e-05,ratio|7.1144313296e-05,radiu|3.83678714986e-05,weighted|8.53866037744e-06,engine|4.92155986136e-05,week|7.13662535742e-05,neurosurgeon|0.000102949252213,feasible|0.000121618039521,gain|8.96476170137e-05,extend|8.68760003696e-05,polygonal|9.45470347489e-05,psychology|9.93449827197e-05,tiled|1.82312811637e-05,lattice|6.69783082587e-05,caused|0.000111057608289,slouse|5.47113460349e-05,unsupervised|9.95020990773e-05,intelligent|7.67914702498e-05,postprocessing|8.12092533937e-05
electron|0.000114622919493,useful|5.09338282781e-05,experience|7.11443132956e-05,transaction|3.83678714832e-05,aneurysm|8.53866024198e-06,voronous|4.92155986001e-05,digital|7.13662535734e-05,telepresence|0.000102949252213,state|0.000121618039521,remaining|8.96476170132e-05,extension|8.68760003635e-05,cluster|9.45470347488e-05,wide|9.93449827188e-05,cardiovascular|1.82312810632e-05,complementary|6.6978308252e-05,hatching|0.000111057608289,1|5.47113460318e-05,classification|9.9502099077e-05,archivist|7.67914702481e-05,incremental|8.12092533917e-05
interact|0.000114622919493,tetrahedrization|5.09338282665e-05,navigation|7.11443132866e-05,magnetic|3.83678714371e-05,zoom|8.5386600215e-06,intensive|4.92155985903e-05,showing|7.13662535717e-05,demand|0.000102949252212,failed|0.000121618039521,traceles|8.96476170129e-05,virtually|8.68760003623e-05,themself|9.45470347487e-05,opportunity|9.93449827188e-05,md|1.82312809267e-05,registration|6.69783082518e-05,multi-gigabyte|0.000111057608289,displaying|5.47113460249e-05,communicate|9.95020990767e-05,meta-datum|7.67914702474e-05,topological|8.12092533906e-05
example-based|0.000114622919493,creating|5.09338282619e-05,multus|7.1144313284e-05,mining|3.83678714313e-05,overlap|8.53865993625e-06,filled|4.92155985895e-05,spanning|7.13662535647e-05,depth|0.000102949252212,cognitive|0.000121618039521,million|8.96476170124e-05,encounter|8.68760003619e-05,spline|9.45470347486e-05,machine|9.93449827183e-05,augmenting|1.82312808446e-05,replace|6.69783082283e-05,judge|0.000111057608289,serendipitou|5.47113460191e-05,paired|9.95020990766e-05,goodnes|7.67914702461e-05,eye-tracking|8.12092533904e-05
transaction|0.000114622919492,opponent|5.09338282525e-05,angle|7.11443132791e-05,feature-rich|3.8367871404e-05,normalized|8.53865977186e-06,sensitive|4.92155985388e-05,triangle|7.13662535622e-05,55|0.000102949252212,leaping|0.000121618039521,safe|8.96476170117e-05,language|8.68760003608e-05,todaypsila|9.45470347483e-05,time-varying|9.93449827182e-05,target|1.82312805638e-05,explicitly|6.69783082172e-05,horizon|0.000111057608289,outperform|5.4711346017e-05,reflection|9.95020990765e-05,projecting|7.67914702401e-05,coordinate|8.12092533894e-05
ieee|0.000114622919492,sheet|5.09338282516e-05,confronted|7.11443132762e-05,aggregation|3.83678713651e-05,binning|8.53865961108e-06,one-way|4.92155985323e-05,strategy|7.13662535599e-05,paraview|0.000102949252212,conclude|0.000121618039521,proven|8.9647617011e-05,computed|8.68760003587e-05,min|9.45470347473e-05,sharp|9.93449827173e-05,labelling|1.82312804851e-05,transfer|6.69783082166e-05,succes|0.000111057608289,bounded|5.47113459996e-05,anyone|9.95020990759e-05,among|7.67914702398e-05,rather|8.12092533887e-05
time-consuming|0.000114622919492,ace|5.09338282383e-05,meet|7.11443132729e-05,could|3.83678713233e-05,uncluttered|8.53865941551e-06,automation|4.92155985231e-05,typically|7.13662535591e-05,accessed|0.000102949252211,exploited|0.000121618039521,recalling|8.96476170094e-05,find|8.68760003579e-05,emergency/disaster|9.45470347468e-05,around|9.93449827168e-05,digesting|1.82312803614e-05,creativity|6.69783082065e-05,button|0.000111057608289,animal|5.47113459876e-05,computation|9.95020990752e-05,cooling|7.67914702388e-05,scatter|8.12092533879e-05
demand|0.000114622919492,equation|5.09338282332e-05,review|7.1144313271e-05,comfortably|3.83678713209e-05,kinematic|8.53865914799e-06,prediction|4.92155985229e-05,view-independent|7.13662535565e-05,minimal|0.00010294925221,neurosurgical|0.000121618039521,code|8.96476170086e-05,resultant|8.68760003565e-05,profile|9.45470347468e-05,get|9.93449827167e-05,angular|1.82312802315e-05,altogether|6.69783081983e-05,voronous|0.000111057608288,improvement|5.47113459715e-05,preserving|9.95020990745e-05,gradual|7.67914702379e-05,pearson'|8.12092533858e-05
arena|0.000114622919492,cleveland|5.09338282283e-05,couple|7.11443132664e-05,iso-surface|3.83678712924e-05,appeal|8.53865904688e-06,tour|4.92155984593e-05,freely|7.13662535523e-05,hypothetical|0.00010294925221,branch|0.000121618039521,loaded|8.96476170086e-05,red|8.68760003556e-05,batch|9.45470347452e-05,automated|9.93449827164e-05,medicine|1.82312802202e-05,filling|6.6978308179e-05,fundamental|0.000111057608288,compiled|5.47113459494e-05,scanline|9.95020990743e-05,colored|7.67914702379e-05,demand|8.12092533844e-05
decrease|0.000114622919492,lense|5.09338282228e-05,tracing|7.11443132658e-05,sensing|3.83678712889e-05,tensor'|8.53865898246e-06,downloaded|4.92155984559e-05,vendor|7.1366253551e-05,advection|0.00010294925221,binned|0.00012161803952,conjunctive|8.96476170084e-05,airway|8.68760003553e-05,simplified|9.45470347447e-05,importantly|9.93449827161e-05,exhibiting|1.82312801848e-05,computationally|6.69783081744e-05,require|0.000111057608288,perturbed|5.47113458953e-05,segmenting|9.95020990729e-05,far|7.67914702351e-05,budget|8.12092533841e-05
fraud|0.000114622919492,away|5.09338281935e-05,rapid|7.1144313265e-05,discrimination|3.83678712425e-05,characterized|8.53865896235e-06,lower|4.92155984461e-05,intent|7.13662535466e-05,suitability|0.00010294925221,wing|0.00012161803952,derivation|8.96476170083e-05,report|8.68760003452e-05,natural|9.45470347432e-05,today'|9.9344982715e-05,male|1.82312801117e-05,novel|6.69783081613e-05,becoming|0.000111057608287,construct|5.47113458759e-05,cell|9.95020990729e-05,public|7.67914702338e-05,edge-bundling|8.12092533793e-05
theme|0.000114622919491,emission|5.09338281823e-05,strength|7.11443132528e-05,single-user|3.83678712261e-05,variability|8.53865891953e-06,act|4.921559844e-05,combustion|7.13662535395e-05,reach|0.00010294925221,experimentally|0.00012161803952,ray|8.9647617008e-05,interpreted|8.68760003452e-05,mutual|9.45470347422e-05,aligned|9.93449827131e-05,radio|1.82312800823e-05,digital|6.69783081601e-05,inappropriate|0.000111057608286,synchronization|5.47113458726e-05,superior|9.95020990713e-05,apparent|7.67914702327e-05,construct|8.12092533787e-05
bounded|0.000114622919491,low|5.09338281806e-05,oscillation|7.11443132504e-05,discover|3.8367871224e-05,time-series|8.53865873359e-06,cad|4.92155984334e-05,complicated|7.13662535395e-05,minimized|0.00010294925221,offering|0.00012161803952,memory|8.96476170078e-05,arbitrarily|8.6876000345e-05,helping|9.45470347414e-05,transparency|9.93449827118e-05,comprehensive|1.82312800506e-05,rotating|6.69783081449e-05,error-prone|0.000111057608286,iso-surface|5.47113458594e-05,accelerating|9.95020990704e-05,especially|7.6791470231e-05,e|8.12092533784e-05
according|0.000114622919491,configuration|5.0933828179e-05,internal|7.11443132474e-05,health|3.83678712235e-05,sense|8.53865845998e-06,entail|4.92155984291e-05,primary|7.13662535379e-05,changed|0.00010294925221,reformation|0.000121618039519,supplemented|8.96476170077e-05,coupling|8.68760003447e-05,streamtube|9.45470347406e-05,account|9.93449827109e-05,denote|1.82312799766e-05,finally|6.69783081426e-05,straight|0.000111057608286,aligned|5.47113458524e-05,representing|9.95020990695e-05,filter|7.67914702308e-05,accuracy|8.12092533781e-05
occupy|0.000114622919491,motif|5.09338281713e-05,temperature|7.11443132472e-05,interactively|3.83678712102e-05,utilize|8.5386583728e-06,duplicate|4.9215598422e-05,technical|7.13662535326e-05,reductionist|0.00010294925221,hardware-assisted|0.000121618039519,contribution|8.96476170076e-05,symposium|8.68760003447e-05,input/output|9.45470347393e-05,implant|9.93449827104e-05,utility|1.82312799535e-05,expected|6.69783081368e-05,silhouette|0.000111057608286,improving|5.47113458505e-05,navigate|9.9502099068e-05,artist|7.67914702279e-05,particle-in-cell|8.12092533774e-05
harnes|0.000114622919491,120|5.09338281669e-05,120|7.11443132448e-05,screen-based|3.8367871179e-05,regard|8.53865822684e-06,sketch|4.92155984043e-05,themself|7.13662535251e-05,symmetric|0.00010294925221,intuitivenes|0.000121618039519,right|8.96476170074e-05,silhouette|8.68760003412e-05,weaknes|9.45470347389e-05,projector|9.93449827095e-05,mining|1.82312796958e-05,costly|6.697830813e-05,suboptimal|0.000111057608286,creating|5.47113458411e-05,fusing|9.95020990677e-05,area|7.67914702277e-05,mandatory|8.12092533774e-05
entry|0.00011462291949,accumulate|5.09338281574e-05,carried|7.11443132446e-05,room|3.8367871174e-05,preliminary|8.53865820433e-06,modularized|4.92155983901e-05,argue|7.13662535235e-05,solid|0.00010294925221,decomposition|0.000121618039518,exceptional|8.96476170074e-05,enhancement|8.68760003399e-05,weighting|9.45470347353e-05,condensation|9.93449827091e-05,challenge|1.82312795857e-05,y|6.69783081289e-05,roughnes|0.000111057608286,opaque|5.4711345833e-05,simultaneously|9.9502099066e-05,cros|7.67914702273e-05,transformation|8.12092533768e-05
web|0.00011462291949,difference|5.09338281484e-05,interval|7.11443132439e-05,aggregating|3.83678711681e-05,avoided|8.53865814881e-06,analyzing|4.92155983587e-05,auditory|7.13662535235e-05,myocardium|0.000102949252209,lesion|0.000121618039518,spectral|8.96476170073e-05,polynomial|8.68760003383e-05,percentage|9.45470347353e-05,cylinder|9.93449827083e-05,multilevel|1.82312795692e-05,accelerating|6.69783081212e-05,suppress|0.000111057608285,output-sensitive|5.4711345828e-05,year|9.95020990659e-05,correlation|7.67914702263e-05,adopting|8.12092533749e-05
coauthorship|0.00011462291949,eeg|5.09338281415e-05,stretching|7.11443132367e-05,confronted|3.83678711578e-05,blocked|8.53865800465e-06,realistic|4.92155983362e-05,colmy|7.13662535157e-05,redundancy|0.000102949252209,locating|0.000121618039518,marker|8.9647617007e-05,resolution|8.68760003373e-05,source|9.45470347347e-05,reader|9.93449827082e-05,locate|1.82312795623e-05,python|6.69783081174e-05,empty|0.000111057608285,blurred|5.47113458012e-05,reviewed|9.95020990659e-05,mathematical|7.67914702248e-05,nearly|8.12092533729e-05
informal|0.00011462291949,gathered|5.09338281354e-05,parallelization|7.11443132347e-05,group|3.83678711408e-05,clustering|8.53865780459e-06,e|4.92155983245e-05,cancer|7.13662535133e-05,traverse|0.000102949252209,dye|0.000121618039518,visibility|8.96476170048e-05,locate|8.68760003372e-05,summarizing|9.45470347345e-05,device|9.9344982708e-05,domain-specific|1.82312795439e-05,landmark|6.69783080926e-05,nominal|0.000111057608285,continuity|5.47113457961e-05,investigate|9.9502099065e-05,intended|7.67914702229e-05,contribution|8.12092533727e-05
intelligibly|0.00011462291949,limit|5.09338281284e-05,overplotting|7.11443132277e-05,5|3.83678711407e-05,reliability|8.53865740347e-06,previously|4.9215598316e-05,fisheye|7.13662535082e-05,information-visualization|0.000102949252208,termination|0.000121618039518,time-consuming|8.96476170048e-05,suite|8.6876000337e-05,enormou|9.45470347341e-05,flaw|9.93449827065e-05,firstly|1.82312795131e-05,fossil|6.69783080919e-05,sketch|0.000111057608284,arranged|5.47113457882e-05,time-varying|9.95020990649e-05,position|7.67914702203e-05,quantity|8.12092533724e-05
collected|0.000114622919489,since|5.09338281247e-05,spontaneou|7.11443132268e-05,gradually|3.83678711234e-05,physics-based|8.53865722225e-06,attributed|4.92155983053e-05,competing|7.1366253499e-05,free-form|0.000102949252208,boltzmann|0.000121618039518,start|8.96476170042e-05,personal|8.68760003338e-05,degenerate|9.45470347333e-05,mind|9.93449827059e-05,importance|1.82312794378e-05,clicking|6.69783080911e-05,curf|0.000111057608283,compaction|5.47113457639e-05,yet|9.95020990649e-05,load|7.67914702179e-05,synthesized|8.1209253372e-05
week|0.000114622919489,phenomenon|5.09338281156e-05,correctly|7.11443132214e-05,loop|3.83678711158e-05,greatly|8.53865709866e-06,geospatial|4.92155982974e-05,automated|7.13662534973e-05,overlay|0.000102949252208,confirming|0.000121618039517,choose|8.96476170041e-05,placed|8.6876000332e-05,desktop|9.45470347332e-05,genetic|9.93449827039e-05,harvest|1.8231279308e-05,kept|6.69783080856e-05,divided|0.000111057608283,popping|5.4711345758e-05,partitioning|9.95020990645e-05,designer|7.6791470215e-05,frequency|8.12092533711e-05
society|0.000114622919489,spiral|5.0933828114e-05,dataset|7.11443132198e-05,costly|3.83678710893e-05,ever|8.53865695907e-06,productivity|4.92155982931e-05,level-of-detail|7.13662534937e-05,in-place|0.000102949252207,water|0.000121618039517,visualisation|8.96476170041e-05,concentrate|8.68760003311e-05,section|9.45470347326e-05,multi-volume|9.93449827032e-05,concentrate|1.82312792724e-05,recovered|6.69783080848e-05,rendered|0.000111057608283,unpredictable|5.47113457579e-05,cluttered|9.9502099063e-05,cut|7.67914702137e-05,derived|8.12092533706e-05
missing|0.000114622919489,include|5.09338281122e-05,truly|7.11443132197e-05,uncertain|3.83678710885e-05,medium|8.53865695236e-06,smooth|4.921559827e-05,hold|7.13662534911e-05,abstracting|0.000102949252207,reshaping|0.000121618039517,face-centered|8.96476170033e-05,scivi|8.68760003304e-05,distortion|9.4547034732e-05,symmetry|9.93449827027e-05,conditional|1.82312792282e-05,extensive|6.69783080686e-05,intersecting|0.000111057608282,sparse|5.47113457577e-05,floating|9.95020990629e-05,longer|7.67914702107e-05,space-filling|8.12092533704e-05
execution|0.000114622919489,offset|5.09338281109e-05,undertaken|7.11443132193e-05,condition|3.83678710827e-05,dtus|8.53865685535e-06,air|4.92155982685e-05,opportunity|7.13662534884e-05,inherent|0.000102949252207,redo|0.000121618039517,syndrome|8.96476170028e-05,polari|8.68760003293e-05,unfortunately|9.45470347317e-05,surveillance|9.93449827026e-05,classifier|1.82312790287e-05,adjust|6.69783080626e-05,production|0.000111057608282,facet|5.47113457565e-05,distance|9.95020990623e-05,infographic|7.6791470209e-05,hidden|8.12092533683e-05
numerical|0.000114622919489,roughly|5.09338281071e-05,like|7.11443132159e-05,disparate|3.83678710814e-05,correctnes|8.53865667069e-06,entirety|4.92155982652e-05,solved|7.13662534868e-05,time-integration|0.000102949252207,capture|0.000121618039517,techniques—user|8.96476170025e-05,lead|8.68760003293e-05,remove|9.45470347316e-05,plasma|9.93449827025e-05,difficulty|1.82312790054e-05,euclidean|6.69783080623e-05,acoustic|0.000111057608281,character|5.47113457558e-05,explosion|9.95020990622e-05,thematic|7.67914702064e-05,pan|8.12092533676e-05
discriminative|0.000114622919489,visualization-driven|5.09338281058e-05,doppler|7.11443132157e-05,connectivity|3.83678710705e-05,physicist|8.53865664452e-06,established|4.92155982586e-05,ftle|7.13662534826e-05,convert|0.000102949252207,private|0.000121618039517,count|8.96476170021e-05,newspaper|8.68760003233e-05,nearly|9.45470347311e-05,icon|9.93449827023e-05,time-series|1.82312789833e-05,naturally|6.69783080543e-05,subsurface|0.000111057608281,vastly|5.47113457556e-05,rectangular|9.95020990621e-05,equation|7.67914702016e-05,designer|8.12092533616e-05
drag-and-drop|0.000114622919488,investigate|5.09338280988e-05,consist|7.11443132119e-05,fmy|3.83678710302e-05,group|8.53865656128e-06,agent|4.92155982545e-05,morse|7.13662534824e-05,text-based|0.000102949252207,structured|0.000121618039516,junction|8.96476170017e-05,mini|8.68760003173e-05,infinite|9.45470347301e-05,masking|9.93449827016e-05,outperformed|1.82312788703e-05,size|6.69783080537e-05,encyclopedic|0.000111057608281,yet|5.47113457556e-05,program|9.95020990614e-05,deformable|7.67914701995e-05,legible|8.12092533612e-05
exchange|0.000114622919488,alpha|5.09338280972e-05,interface|7.11443132117e-05,growth|3.83678710015e-05,drill|8.53865641189e-06,successful|4.92155982489e-05,drawn|7.13662534821e-05,high-resolution|0.000102949252207,body-centered|0.000121618039516,world'|8.96476170017e-05,principle|8.68760003136e-05,scope|9.45470347293e-05,medicine|9.93449827014e-05,locating|1.823127873e-05,comparison|6.69783080389e-05,contradicting|0.000111057608281,caused|5.47113457485e-05,interconnected|9.95020990603e-05,classification|7.67914701994e-05,examined|8.1209253361e-05
