Paper ID,Paper Title,Abstract,Keywords,starting page,page range,Author 1: First Name,Author 1: Surname,Author 1: Affiliation,Author 2: First Name,Author 2: Surname,Author 2: Affiliation,Author 3: First Name,Author 3: Surname,Author 3: Affiliation,Author 4: First Name,Author 4: Surname,Author 4: Affiliation,Author 5: First Name,Author 5: Surname,Author 5: Affiliation,Author 6: First Name,Author 6: Surname,Author 6: Affiliation,Author 7: First Name,Author 7: Surname,Author 7: Affiliation,Author 8: First Name,Author 8: Surname,Author 8: Affiliation,Author 9: First Name,Author 9: Surname,Author 9: Affiliation
209,The FLOWLENS: A Focus-and-Context Visualization Approach for Exploration of Blood Flow in Cerebral Aneurysms,"Blood flow and derived data are essential to investigate the initiation and progression of cerebral aneurysms as well as their risk of rupture. An effective visual exploration of several hemodynamic attributes like the wall shear stress (WSS) and the inflow jet is necessary to understand the hemodynamics. Moreover, the correlation between focus-and-context attributes is of particular interest. An expressive visualization of these attributes and anatomic information requires appropriate visualization techniques to minimize visual clutter and occlusions. We present the FLOWLENS as a focus-and-context approach that addresses these requirements. We group relevant hemodynamic attributes to pairs of focus-and-context attributes and assign them to different anatomic scopes. For each scope, we propose several FLOWLENS visualization templates to provide a flexible visual filtering of the involved hemodynamic pairs. A template consists of the visualization of the focus attribute and the additional depiction of the context attribute inside the lens. Furthermore, the FLOWLENS supports local probing and the exploration of attribute changes over time. The FLOWLENS minimizes visual cluttering, occlusions, and provides a flexible exploration of a region of interest. We have applied our approach to seven representative datasets, including steady and unsteady flow data from CFD simulations and 4D PC-MRI measurements. Informal user interviews with three domain experts confirm the usefulness of our approach.","Flow Visualization, Focus-and-Context, Illustrative Rendering, Aneurysm.",2183,2183-2192,Rocco,Gasteiger,"Department of Simulation and Graphics, University of Magdeburg, Germany",Mathias,Neugebauer,"Department of Simulation and Graphics, University of Magdeburg, Germany",Oliver,Beuing,"Department of Neuroradiology, University Hospital Magdeburg, Germany",Bernhard,Preim,"Department of Simulation and Graphics, University of Magdeburg, Germany",,,,,,,,,,,,,,,
226,Projection-Based Metal-Artifact Reduction for Industrial 3D X-ray Computed Tomography,"Multi-material components, which contain metal parts surrounded by plastic materials, are highly interesting for inspection using industrial 3D X-ray computed tomography (3DXCT). Examples of this application scenario are connectors or housings with metal inlays in the electronic or automotive industry. A major problem of this type of components is the presence of metal, which causes streaking artifacts and distorts the surrounding media in the reconstructed volume. Streaking artifacts and dark-band artifacts around metal components significantly influence the material characterization (especially for the plastic components). In specific cases these artifacts even prevent a further analysis. Due to the nature and the different characteristics of artifacts, the development of an efficient artifact-reduction technique in reconstruction-space is rather complicated. In this paper we present a projection-space pipeline for metal-artifacts reduction. The proposed technique first segments the metal in the spatial domain of the reconstructed volume in order to separate it from the other materials. Then metal parts are forward-projected on the set of projections in a way that metal-projection regions are treated as voids. Subsequently the voids, which are left by the removed metal, are interpolated in the 2D projections. Finally, the metal is inserted back into the reconstructed 3D volume during the fusion stage. We present a visual analysis tool, allowing for interactive parameter estimation of the metal segmentation. The results of the proposed artifact-reduction technique are demonstrated on a test part as well as on real world components. For these specimens we achieve a significant reduction of metal artifacts, allowing an enhanced material characterization.","Metal-artifact reduction, multi-material components, visual analysis, 3D X-ray computed tomography.",2193,2193-2202,Artem,Amirkhanov,"Institute of Computer Graphics and Algorithms, Vienna University of Technology",Christoph,Heinzl,"Upper Austrian University of Applied Sciences, Wels Campus",Michael,Reiter,"Upper Austrian University of Applied Sciences, Wels Campus",Johann,Kastner,"Upper Austrian University of Applied Sciences, Wels Campus",Eduard,Gröller,"Institute of Computer Graphics and Algorithms, Vienna University of Technology",,,,,,,,,,,,
318,Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization,"In this paper, we present a systematization of techniques that use quality metrics to help in the visual exploration of meaningful patterns in high-dimensional data. In a number of recent papers, different quality metrics are proposed to automate the demanding search through large spaces of alternative visualizations (e.g., alternative projections or ordering), allowing the user to concentrate on the most promising visualizations suggested by the quality metrics. Over the last decade, this approach has witnessed a remarkable development but few reflections exist on how these methods are related to each other and how the approach can be developed further. For this purpose, we provide an overview of approaches that use quality metrics in high-dimensional data visualization and propose a systematization based on a thorough literature review. We carefully analyze the papers and derive a set of factors for discriminating the quality metrics, visualization techniques, and the process itself. The process is described through a reworked version of the well-known information visualization pipeline. We demonstrate the usefulness of our model by applying it to several existing approaches that use quality metrics, and we provide reflections on implications of our model for future research.","Quality Metrics, High-Dimensional Data Visualization.",2203,2203-2212,Enrico,Bertini,University of Konstanz,Andrada,Tatu,University of Konstanz,Daniel,Keim,University of Konstanz,,,,,,,,,,,,,,,,,,
215,Benefitting InfoVis with Visual Difficulties,"Many well-cited theories for visualization design state that a visual representation should be optimized for quick and immediate interpretation by a user. Distracting elements like decorative""chartjunk"" or extraneous information are avoided so as not to slow comprehension. Yet several recent studies in visualization research provide evidence that non-efficient visual elements may benefit comprehension and recall on the part of users. Similarly, findings from studies related to learning from visual displays in various subfields of psychology suggest that introducing cognitive difficulties to visualization interaction can improve a user's understanding of important information. In this paper, we synthesize empirical results from cross-disciplinary research on visual information representations, providing a counterpoint to efficiency-based design theory with guidelines that describe how visual difficulties can be introduced to benefit comprehension and recall. We identify conditions under which the application of visual difficulties is appropriate based on underlying factors in visualization interaction like active processing and engagement. We characterize effective graph design as a trade-off between efficiency and learning difficulties in order to provide Information Visualization (InfoVis) researchers and practitioners with a framework for organizing explorations of graphs for which comprehension and recall are crucial. We identify implications of this view for the design and evaluation of information visualizations.","desirable difficulites, cognitive efficiency, active processing, engagement, individual differences.",2213,2213-2222,Jessica,Hullman,University of Michigan School of Information,Eytan,Adar,University of Michigan School of Information,Priti,Shah,University of Michigan,,,,,,,,,,,,,,,,,,
110,Product plots,"We propose a new framework for visualising tables of counts, proportions and probabilities. We call our framework product plots, alluding to the computation of area as a product of height and width, and the statistical concept of generating a joint distribution from the product of conditional and marginal distributions. The framework, with extensions, is sufficient to encompass over 20 visualisations previously described in fields of statistical graphics and infovis, including bar charts, mosaic plots, treemaps, equal area plots and fluctuation diagrams.","Statistics, joint distribution, conditional distribution, treemap, bar chart, mosaic plot.",2223,2223-2230,Hadley,Wickham,Rice University,Heike,Hofmann,Iowa State University,,,,,,,,,,,,,,,,,,,,,
210,Visualization Rhetoric: Framing Effects in Narrative Visualization,"Narrative visualizations combine conventions of communicative and exploratory information visualization to convey an intended story. We demonstrate visualization rhetoric as an analytical framework for understanding how design techniques that prioritize particular interpretations in visualizations that""tell a story"" can significantly affect end-user interpretation. We draw a parallel between narrative visualization interpretation and evidence from framing studies in political messaging, decision-making, and literary studies. Devices for understanding the rhetorical nature of narrative information visualizations are presented, informed by the rigorous application of concepts from critical theory, semiotics, journalism, and political theory. We draw attention to how design tactics represent additions or omissions of information at various levels—the data, visual representation, textual annotations, and interactivity—and how visualizations denote and connote phenomena with reference to unstated viewing conventions and codes. Classes of rhetorical techniques identified via a systematic analysis of recent narrative visualizations are presented, and characterized according to their rhetorical contribution to the visualization. We describe how designers and researchers can benefit from the potentially positive aspects of visualization rhetoric in designing engaging, layered narrative visualizations and how our framework can shed light on how a visualization design prioritizes specific interpretations. We identify areas where future inquiry into visualization rhetoric can improve understanding of visualization interpretation.","Rhetoric, narrative visualization, framing effects, semiotics, denotation, connotation.",2231,2231-2240,Jessica,Hullman,University of Michigan School of Information,Nick,Diakopoulos,Rutgers University School of Information and Communication,,,,,,,,,,,,,,,,,,,,,
308,Adaptive Privacy-Preserving Visualization Using Parallel Coordinates,"Current information visualization techniques assume unrestricted access to data. However, privacy protection is a key issue for a lot of real-world data analyses. Corporate data, medical records, etc. are rich in analytical value but cannot be shared without first going through a transformation step where explicit identifiers are removed and the data is sanitized. Researchers in the field of data mining have proposed different techniques over the years for privacy-preserving data publishing and subsequent mining techniques on such sanitized data. A well-known drawback in these methods is that for even a small guarantee of privacy, the utility of the datasets is greatly reduced. In this paper, we propose an adaptive technique for privacy preser vation in parallel coordinates. Based on knowledge about the sensitivity of the data, we compute a clustered representation on the fly, which allows the user to explore the data without breaching privacy. Through the use of screen-space privacy metrics, the technique adapts to the user's screen parameters and interaction. We demonstrate our method in a case study and discuss potential attack scenarios.","parallel coordinates, privacy, clustering.",2241,2241-2248,Aritra,Dasgupta,UNC-Charlotte,Robert,Kosara,UNC-Charlotte,,,,,,,,,,,,,,,,,,,,,
132,Context-Preserving Visual Links,"Evaluating, comparing, and interpreting related pieces of information are tasks that are commonly performed during visual data analysis and in many kinds of information-intensive work. Synchronized visual highlighting of related elements is a well-known technique used to assist this task. An alternative approach, which is more invasive but also more expressive is visual linking in which line connections are rendered between related elements. In this work, we present context-preserving visual links as a new method for generating visual links. The method specifically aims to fulfill the following two goals: first, visual links should minimize the occlusion of important information; second, links should visually stand out from surrounding information by minimizing visual interference. We employ an image-based analysis of visual saliency to determine the important regions in the original representation. A consequence of the image-based approach is that our technique is application-independent and can be employed in a large number of visual data analysis scenarios in which the underlying content cannot or should not be altered. We conducted a controlled experiment that indicates that users can find linked elements in complex visualizations more quickly and with greater subjective satisfaction than in complex visualizations in which plain highlighting is used. Context-preserving visual links were perceived as visually more attractive than traditional visual links that do not account for the context information.","Visual links, highlighting, connectedness, routing, image-based, saliency.",2249,2249-2258,Markus,Steinberger,Graz University of Technology,Manuela,Waldner,Graz University of Technology,Marc,Streit,Graz University of Technology,Alexander,Lex,Graz University of Technology,Dieter,Schmalstieg,Graz University of Technology ,,,,,,,,,,,,
233,"Design Study of LineSets, a Novel Set Visualization Technique","Computing and visualizing sets of elements and their relationships is one of the most common tasks one performs when analyzing and organizing large amounts of data. Common representations of sets such as convex or concave geometries can become cluttered and difficult to parse when these sets overlap in multiple or complex ways, e.g., when multiple elements belong to multiple sets. In this paper, we present a design study of a novel set visual representation, LineSets, consisting of a curve connecting all of the set's elements. Our approach to design the visualization differs from traditional methodology used by the InfoVis community. We first explored the potential of the visualization concept by running a controlled experiment comparing our design sketches to results from the state-of-the-art technique. Our results demonstrated that LineSets are advantageous for certain tasks when compared to concave shapes. We discuss an implementation of LineSets based on simple heuristics and present a study demonstrating that our generated curves do as well as human-drawn ones. Finally, we present two applications of our technique in the context of search tasks on a map and community analysis tasks in social networks.","Set visualization, clustering, faceted data visualization, graph visualization.",2259,2259-2267,Basak,Alper,"Microsoft Research, UC Santa Barbara",Nathalie,Riche,Microsoft Research,Gonzalo,Ramos,Microsoft Research,Mary,Czerwinski,Microsoft Research,,,,,,,,,,,,,,,
356,Developing and Evaluating Quilts for the Depiction of Large Layered Graphs,"Traditional layered graph depictions such as flow charts are in wide use. Yet as graphs grow more complex, these depictions can become difficult to understand. Quilts are matrix-based depictions for layered graphs designed to address this problem. In this research, we first improve Quilts by developing three design alternatives, and then compare the best of these alternatives to better-known node-link and matrix depictions. A primary weakness in Quilts is their depiction of skip links, links that do not simply connect to a succeeding layer. Therefore in our first study, we compare Quilts using color-only, text-only, and mixed (color and text) skip link depictions, finding that path finding with the color-only depiction is significantly slower and less accurate, and that in certain cases, the mixed depiction offers an advantage over the text-only depiction. In our second study, we compare Quilts using the mixed depiction to node-link diagrams and centered matrices. Overall results show that users can find paths through graphs significantly faster with Quilts (46.6 secs) than with node-link (58.3 secs) or matrix (71.2 secs) diagrams. This speed advantage is still greater in large graphs (e.g. in 200 node graphs, 55.4 secs vs. 71.1 secs for node-link and 84.2 secs for matrix depictions).","graph drawing, layered graphs, matrix based depiction, node-link diagram.",2268,2268-2275,Juhee,Bae,North Carolina State University,Benjamin,Watson,North Carolina State University,,,,,,,,,,,,,,,,,,,,,
125,Arc Length-Based Aspect Ratio Selection,"The aspect ratio of a plot has a dramatic impact on our ability to perceive trends and patterns in the data. Previous approaches for automatically selecting the aspect ratio have been based on adjusting the orientations or angles of the line segments in the plot. In contrast, we recommend a simple, effective method for selecting the aspect ratio: minimize the arc length of the data curve while keeping the area of the plot constant. The approach is parameterization invariant, robust to a wide range of inputs, preserves visual symmetries in the data, and is a compromise between previously proposed techniques. Further, we demonstrate that it can be effectively used to select the aspect ratio of contour plots. We believe arc length should become the default aspect ratio selection method.","Aspect ratio selection, Banking to 45 degrees, Orientation resolution.",2276,2276-2282,Justin,Talbot,Stanford University,John,Gerth,Stanford University,Pat,Hanrahan,Stanford University,,,,,,,,,,,,,,,,,,
314,Asymmetric Relations in Longitudinal Social Networks,"In modeling and analysis of longitudinal social networks, visual exploration is used in particular to complement and inform other methods. The most common graphical representations for this purpose appear to be animations and small multiples of intermediate states, depending on the type of media available. We present an alternative approach based on matrix representation of gestaltlines (a combination of Tufte's sparklines with glyphs based on gestalt theory). As a result, we obtain static, compact, yet data-rich diagrams that support specifically the exploration of evolving dyadic relations and persistent group structure, although at the expense of cross-sectional network views and indirect linkages.","Network Visualization, Social Networks, Time Series Data, Visual Knowledge Discovery and Representation, Glyphbased Techniques.",2283,2283-2290,Ulrik,Brandes,University of Konstanz,Bobo,Nick,University of Konstanz,,,,,,,,,,,,,,,,,,,,,
160,"VisBricks: Multiform Visualization of Large, Inhomogeneous Data","Large volumes of real-world data often exhibit inhomogeneities: vertically in the form of correlated or independent dimensions and horizontally in the form of clustered or scattered data items. In essence, these inhomogeneities form the patterns in the data that researchers are trying to find and understand. Sophisticated statistical methods are available to reveal these patterns, however, the visualization of their outcomes is mostly still performed in a one-view-fits-all manner. In contrast, our novel visualization approach, VisBricks, acknowledges the inhomogeneity of the data and the need for different visualizations that suit the individual characteristics of the different data subsets. The overall visualization of the entire data set is patched together from smaller visualizations, there is one VisBrick for each cluster in each group of interdependent dimensions. Whereas the total impression of all VisBricks together gives a comprehensive high-level overview of the different groups of data, each VisBrick independently shows the details of the group of data it represents. State-of-the-art brushing and visual linking between all VisBricks furthermore allows the comparison of the groupings and the distribution of data items among them. In this paper, we introduce the VisBricks visualization concept, discuss its design rationale and implementation, and demonstrate its usefulness by applying it to a use case from the field of biomedicine.","Inhomogeneous data, multiple coordinated views, multiform visualization.",2291,2291-2300,Alexander,Lex,Graz University of Technology,Hans-Joerg,Schulz,Graz University of Technology,Marc,Streit,Graz University of Technology,Christian,Partl,Graz University of Technology,Dieter,Schmalstieg,Graz University of Technology ,,,,,,,,,,,,
150,D3: Data-Driven Documents,"Data-Driven Documents (D3) is a novel representation-transparent approach to visualization for the web. Rather than hide the underlying scenegraph within a toolkit-specific abstraction, D3 enables direct inspection and manipulation of a native representation: the standard document object model (DOM). With D3, designers selectively bind input data to arbitrary document elements, applying dynamic transforms to both generate and modify content. We show how representational transparency improves expressiveness and better integrates with developer tools than prior approaches, while offering comparable notational efficiency and retaining powerful declarative components. Immediate evaluation of operators further simplifies debugging and allows iterative development. Additionally, we demonstrate how D3 transforms naturally enable animation and interaction with dramatic performance improvements over intermediate representations.","Information visualization, user interfaces, toolkits, 2D graphics.",2301,2301-2309,Michael,Bostock,Stanford University,Vadim,Ogievetsky,Stanford University,Jeffrey,Heer,Stanford University,,,,,,,,,,,,,,,,,,
153,Flexible Linked Axes for Multivariate Data Visualization,"Multivariate data visualization is a classic topic, for which many solutions have been proposed, each with its own strengths and weaknesses. In standard solutions the structure of the visualization is fixed, we explore how to give the user more freedom to define visualizations. Our new approach is based on the usage of Flexible Linked Axes: The user is enabled to define a visualization by drawing and linking axes on a canvas. Each axis has an associated attribute and range, which can be adapted. Links between pairs of axes are used to show data in either scatter plot- or Parallel Coordinates Plot-style. Flexible Linked Axes enable users to define a wide variety of different visualizations. These include standard methods, such as scatter plot matrices, radar charts, and PCPs [11]; less well known approaches, such as Hyperboxes [1], TimeWheels [17], and many-to-many relational parallel coordinate displays [14]; and also custom visualizations, consisting of combinations of scatter plots and PCPs. Furthermore, our method allows users to define composite visualizations that automatically support brushing and linking. We have discussed our approach with ten prospective users, who found the concept easy to understand and highly promising.","Multivariate data, visualization, scatter plot, Parallel Coordinates Plot.",2310,2310-2316,Jarry H.T.,Claessen,Eindhoven University of Technology,Jarke J.,van Wijk,Eindhoven University of Technology,,,,,,,,,,,,,,,,,,,,,
228,Synthetic Generation of High-dimensional Datasets,"Generation of synthetic datasets is a common practice in many research areas. Such data is often generated to meet specific needs or certain conditions that may not be easily found in the original, real data. The nature of the data varies according to the application area and includes text, graphs, social or weather data, among many others. The common process to create such synthetic datasets is to implement small scripts or programs, restricted to small problems or to a specific application. In this paper we propose a framework designed to generate high dimensional datasets. Users can interactively create and navigate through multi dimensional datasets using a suitable graphical user-interface. The data creation is driven by statistical distributions based on a few user-defined parameters. First, a grounding dataset is created according to given inputs, and then structures and trends are included in selected dimensions and orthogonal projection planes. Furthermore, our framework supports the creation of complex non-orthogonal trends and classified datasets. It can successfully be used to create synthetic datasets simulating important trends as multidimensional clusters, correlations and outliers.","Synthetic data generation, multivariate data, high-dimensional data, interaction.",2317,2317-2324,Georgia,Albuquerque,TU Braunschweig,Thomas,Löwe,TU Braunschweig,Marcus,Magnor,TU Braunschweig,,,,,,,,,,,,,,,,,,
232,Stereoscopic Highlighting: 2D Graph Visualization on Stereo Displays,"In this paper we present a new technique and prototype graph visualization system, stereoscopic highlighting, to help answer accessibility and adjacency queries when interacting with a node-link diagram. Our technique utilizes stereoscopic depth to highlight regions of interest in a 2D graph by projecting these parts onto a plane closer to the viewpoint of the user. This technique aims to isolate and magnify specific portions of the graph that need to be explored in detail without resorting to other highlighting techniques like color or motion, which can then be reserved to encode other data attributes. This mechanism of stereoscopic highlighting also enables focus+context views by juxtaposing a detailed image of a region of interest with the overall graph, which is visualized at a further depth with correspondingly less detail. In order to validate our technique, we ran a controlled experiment with 16 subjects comparing static visual highlighting to stereoscopic highlighting on 2D and 3D graph layouts for a range of tasks. Our results show that while for most tasks the difference in performance between stereoscopic highlighting alone and static visual highlighting is not statistically significant, users performed better when both highlighting methods were used concurrently. In more complicated tasks, 3D layout with static visual highlighting outperformed 2D layouts with a single highlighting method. However, it did not outperform the 2D layout utilizing both highlighting techniques simultaneously. Based on these results, we conclude that stereoscopic highlighting is a promising technique that can significantly enhance graph visualizations for certain use cases.","graph visualization, stereo displays, virtual reality.",2325,2325-2333,Basak,Alper,"UC Santa Barbara, MAT",Tobias,Hollerer,"UC Santa Barbara, CS",JoAnn,Kuchera-Morin,"UC Santa Barbara, MAT",Angus,Forbes,"UC Santa Barbara, MAT",,,,,,,,,,,,,,,
142,In Situ Exploration of Large Dynamic Networks,"The analysis of large dynamic networks poses a challenge in many fields, ranging from large bot-nets to social networks. As dynamic networks exhibit different characteristics, e.g., being of sparse or dense structure, or having a continuous or discrete time line, a variety of visualization techniques have been specifically designed to handle these different aspects of network structure and time. This wide range of existing techniques is well justified, as rarely a single visualization is suitable to cover the entire visual analysis. Instead, visual representations are often switched in the course of the exploration of dynamic graphs as the focus of analysis shifts between the temporal and the structural aspects of the data. To support such a switching in a seamless and intuitive manner, we introduce the concept of in situ visualization– a novel strategy that tightly integrates existing visualization techniques for dynamic networks. It does so by allowing the user to interactively select in a base visualization a region for which a different visualization technique is then applied and embedded in the selection made. This permits to change the way a locally selected group of data items, such as nodes or time points, are shown – right in the place where they are positioned, thus supporting the user's overall mental map. Using this approach, a user can switch seamlessly between different visual representations to adapt a region of a base visualization to the specifics of the data within it or to the current analysis focus. This paper presents and discusses the in situ visualization strategy and its implications for dynamic graph visualization. Furthermore, it illustrates its usefulness by employing it for the visual exploration of dynamic networks from two different fields: model versioning and wireless mesh networks.","Dynamic graph data, multiform visualization, multi-focus+context.",2334,2334-2343,Steffen,Hadlak,University of Rostock,Hans-Jörg,Schulz,Graz University of Technology,Heidrun,Schumann,University of Rostock,,,,,,,,,,,,,,,,,,
155,Parallel Edge Splatting for Scalable Dynamic Graph Visualization,"We present a novel dynamic graph visualization technique based on node-link diagrams. The graphs are drawn side-byside from left to right as a sequence of narrow stripes that are placed perpendicular to the horizontal time line. The hierarchically organized vertices of the graphs are arranged on vertical, parallel lines that bound the stripes; directed edges connect these vertices from left to right. To address massive overplotting of edges in huge graphs, we employ a splatting approach that transforms the edges to a pixel-based scalar field. This field represents the edge densities in a scalable way and is depicted by non-linear color mapping. The visualization method is complemented by interaction techniques that support data exploration by aggregation, filtering, brushing, and selective data zooming. Furthermore, we formalize graph patterns so that they can be interactively highlighted on demand. A case study on software releases explores the evolution of call graphs extracted from the JUnit open source software project. In a second application, we demonstrate the scalability of our approach by applying it to a bibliography dataset containing more than 1.5 million paper titles from 60 years of research history producing a vast amount of relations between title words.","Dynamic graph visualization, graph splatting, software visualization, software evolution.",2344,2344-2353,Michael,Burch,"VISUS, University of Stuttgart",Corinna,Vehlow,"VISUS, University of Stuttgart",Fabian,Beck,University of Trier,Stephan,Diehl,University of Trier,Daniel,Weiskopf,"VISUS, University of Stuttgart",,,,,,,,,,,,
236,Divided Edge Bundling for Directional Network Data,"The node-link diagram is an intuitive and venerable way to depict a graph. To reduce clutter and improve the readability of node-link views, Holten & van Wijk's force-directed edge bundling employs a physical simulation to spatially group graph edges. While both useful and aesthetic, this technique has shortcomings: it bundles spatially proximal edges regardless of direction, weight, or graph connectivity. As a result, high-level directional edge patterns are obscured. We present divided edge bundling to tackle these shortcomings. By modifying the forces in the physical simulation, directional lanes appear as an emergent property of edge direction. By considering graph topology, we only bundle edges related by graph structure. Finally, we aggregate edge weights in bundles to enable more accurate visualization of total bundle weights. We compare visualizations created using our technique to standard force-directed edge bundling, matrix diagrams, and clustered graphs; we find that divided edge bundling leads to visualizations that are easier to interpret and reveal both familiar and previously obscured patterns.","Graph visualization, aggregation, node-link diagrams, edge bundling, physical simulation.",2354,2354-2363,David,Selassie,Stanford University,Brandon,Heller,Stanford University,Jeffrey,Heer,Stanford University,,,,,,,,,,,,,,,,,,
331,Skeleton-Based Edge Bundling for Graph Visualization,"In this paper, we present a novel approach for constructing bundled layouts of general graphs. As layout cues for bundles, we use medial axes, or skeletons, of edges which are similar in terms of position information. We combine edge clustering, distance fields, and 2D skeletonization to construct progressively bundled layouts for general graphs by iteratively attracting edges towards the centerlines of level sets of their distance fields. Apart from clustering, our entire pipeline is image-based with an efficient implementation in graphics hardware. Besides speed and implementation simplicity, our method allows explicit control of the emphasis on structure of the bundled layout, i.e. the creation of strongly branching (organic-like) or smooth bundles. We demonstrate our method on several large real-world graphs. Understanding these models, however, is challenging because they require scientists to quantify and compare multiscale spatialtemporal patterns. A large series of coordinated or sequential plots must be generated, individually programmed, and manually composed for analysis. This hampers the exploration and is a barrier to making the cross-species comparisons that are essential for coordinating conservation and extracting important ecological information. To address these limitations, as part of a collaboration among computer scientists, statisticians, biologists and ornithologists, we have developed BirdVis, an interactive visualization system that supports the analysis of spatio-temporal bird distribution models. BirdVis leverages visualization techniques and uses them in a novel way to better assist users in the exploration of interdependencies among model parameters. Furthermore, the system allows for comparative visualization through coordinated views, providing an intuitive interface to identify relevant correlations and patterns. We justify our design decisions and present case studies that show how BirdVis has helped scientists obtain new evidence for existing hypotheses, as well as formulate new hypotheses in their domain.","Graph layouts, edge bundles, image-based information visualization.",2364,2364-2373,Ozan,Ersoy,"University of Groningen, The Netherlands",Christophe,Hurter,"DGAC/DSNA, Toulouse, France",Fernando,Paulovich,"University of Sao Paulo, Sao Carlos/SP, Brazil",Gabriel,Cantareiro,"University of Sao Paulo, Sao Carlos/SP, Brazil",Alex,Telea,"University of Groningen, The Netherlands",,,,,,,,,,,,
258,BirdVis: Visualizing and Understanding Bird Populations,"Birds are unrivaled windows into biotic processes at all levels and are proven indicators of ecological well-being. Understanding the determinants of species distributions and their dynamics is an important aspect of ecology and is critical for conservation and management. Through crowdsourcing, since 2002, the eBird project has been collecting bird observation records. These observations, together with local-scale environmental covariates such as climate, habitat, and vegetation phenology have been a valuable resource for a global community of educators, land managers, ornithologists, and conservation biologists. By associating environmental inputs with observed patterns of bird occurrence, predictive models have been developed that provide a statistical framework to harness available data for predicting species distributions and making inferences about species-habitat associations.",Ornithology; species distribution models; multiscale analysis; spatial data; temporal data.,2374,2374-2383,Nivan,Ferreira,University of Utah,Lauro,Lins,University of Utah,Daniel,Fink,Cornell Lab of Ornithology,Steve,Kelling,Cornell Lab of Ornithology,Christopher,Wood,Cornell Lab of Ornithology,Juliana,Freire,University of Utah,Claudio,Silva,University of Utah,,,,,,
303,BallotMaps: Detecting Name Bias in Alphabetically Ordered Ballot Papers,"The relationship between candidates' position on a ballot paper and vote rank is explored in the case of 5000 candidates for the UK 2010 local government elections in the Greater London area. This design study uses hierarchical spatially arranged graphics to represent two locations that affect candidates at very different scales: the geographical areas for which they seek election and the spatial location of their names on the ballot paper. This approach allows the effect of position bias to be assessed; that is, the degree to which the position of a candidate's name on the ballot paper influences the number of votes received by the candidate, and whether this varies geographically. Results show that position bias was significant enough to influence rank order of candidates, and in the case of many marginal electoral wards, to influence who was elected to government. Position bias was observed most strongly for Liberal Democrat candidates but present for all major political parties. Visual analysis of classification of candidate names by ethnicity suggests that this too had an effect on votes received by candidates, in some cases overcoming alphabetic name bias. The results found contradict some earlier research suggesting that alphabetic name bias was not sufficiently significant to affect electoral outcome and add new evidence for the geographic and ethnicity influences on voting behaviour. The visual approach proposed here can be applied to a wider range of electoral data and the patterns identified and hypotheses derived from them could have significant implications for the design of ballot papers and the conduct of fair elections.","Voting, election, bias, democracy, governance, treemaps, geovisualization, hierarchy, governance.",2384,2384-2391,Jo,Wood,"giCentre, City University London",Donia,Badawood,"giCentre, City University London",Jason,Dykes,"giCentre, City University London",Aidan,Slingsby,"giCentre, City University London",,,,,,,,,,,,,,,
349,Sequence Surveyor: Leveraging Overview for Scalable Genomic Alignment Visualization,"In this paper, we introduce overview visualization tools for large-scale multiple genome alignment data. Genome alignment visualization and, more generally, sequence alignment visualization are an important tool for understanding genomic sequence data. As sequencing techniques improve and more data become available, greater demand is being placed on visualization tools to scale to the size of these new datasets. When viewing such large data, we necessarily cannot convey details, rather we specifically design overview tools to help elucidate large-scale patterns. Perceptual science, signal processing theory, and generality provide a framework for the design of such visualizations that can scale well beyond current approaches. We present Sequence Surveyor, a prototype that embodies these ideas for scalable multiple whole-genome alignment overview visualization. Sequence Surveyor visualizes sequences in parallel, displaying data using variable color, position, and aggregation encodings. We demonstrate how perceptual science can inform the design of visualization techniques that remain visually manageable at scale and how signal processing concepts can inform aggregation schemes that highlight global trends, outliers, and overall data distributions as the problem scales. These techniques allow us to visualize alignments with over 100 whole bacterial-sized genomes.","Bioinformatics Visualization, Perception Theory, Scalability Issues, Visual Design.",2392,2392-2401,Danielle,Albers,University of Wisconsin-Madison,Colin,Dewey,University of Wisconsin-Madison,Michael,Gleicher,University of Wisconsin-Madison,,,,,,,,,,,,,,,,,,
100,Visualization of Parameter Space for Image Analysis,"Image analysis algorithms are often highly parameterized and much human input is needed to optimize parameter settings. This incurs a time cost of up to several days. We analyze and characterize the conventional parameter optimization process for image analysis and formulate user requirements. With this as input, we propose a change in paradigm by optimizing parameters based on parameter sampling and interactive visual exploration. To save time and reduce memory load, users are only involved in the first step - initialization of sampling - and the last step - visual analysis of output. This helps users to more thoroughly explore the parameter space and produce higher quality results. We describe a custom sampling plug-in we developed for CellProfiler - a popular biomedical image analysis framework. Our main focus is the development of an interactive visualization technique that enables users to analyze the relationships between sampled input parameters and corresponding output. We implemented this in a prototype called Paramorama. It provides users with a visual overview of parameters and their sampled values. User-defined areas of interest are presented in a structured way that includes image-based output and a novel layout algorithm. To find optimal parameter settings, users can tag high- and low-quality results to refine their search. We include two case studies to illustrate the utility of this approach.","Information visualization, visual analytics, parameter space, image analysis, sampling.",2402,2402-2411,A. Johannes,Pretorius,"School of Computing, University of Leeds",Mark-Anthony,Bray,Broad Institute of MIT and Harvard,Anne E.,Carpenter,Broad Institute of MIT and Harvard,Roy A.,Ruddle,"School of Computing, University of Leeds",,,,,,,,,,,,,,,
