"Paper ID"	"Paper Title"	"Abstract"	"Keywords"	"starting page"	"page range"	"Author 1: First Name"	"Author 1: Surname"	"Author 1: Affiliation"	"Author 2: First Name"	"Author 2: Surname"	"Author 2: Affiliation"	"Author 3: First Name"	"Author 3: Surname"	"Author 3: Affiliation"	"Author 4: First Name"	"Author 4: Surname"	"Author 4: Affiliation"	"Author 5: First Name"	"Author 5: Surname"	"Author 5: Affiliation"	"Author 6: First Name"	"Author 6: Surname"	"Author 6: Affiliation"	"Author 7: First Name"	"Author 7: Surname"	"Author 7: Affiliation"	"Author 8: First Name"	"Author 8: Surname"	"Author 8: Affiliation"	"Author 9: First Name"	"Author 9: Surname"	"Author 9: Affiliation"
"ttg2012122838"	"Area&#x002D;Preservation Mapping using Optimal Mass Transport"	"We present a novel area&#x002D;preservation mapping/flattening method using the optimal mass transport technique, based on the Monge&#x002D;Brenier theory. Our optimal transport map approach is rigorous and solid in theory, efficient and parallel in compu"	"Area&#x002D;preservation mapping, surface flattening, optimal transport map, Monge&#x002D;Brenier theory, visualization and graphics applications"	2838	"2838&#x002D;2847"	"Xin "	"Zhao "	"Stony Brook University"	"Zhengyu "	"Su"	"Stony Brook University"	"Xianfeng David "	"Gu"	"Stony Brook University"	"Arie "	"Kaufman"	"Stony Brook University"	"Jian "	"Sun"	"Tsinghua University"	"Jie "	"Gao"	"Stony Brook University"	"Feng "	"Luo"	"Rutgers University"						
"ttg2012122848"	"Colon Flattening Using Heat Diffusion Riemannian Metric"	"We propose a new colon flattening algorithm that is efficient, shape&#x002D;preserving, and robust to topological noise. Unlike previous approaches, which require a mandatory topological denoising to remove fake handles, our algorithm directly flattens th"	"Colon flattening, heat diffusion, virtual colonoscopy, volume rendering, topological noise, shape&#x002D;preserving mapping"	2848	"2848&#x002D;2857"	"Krishna Chaitanya "	"Gurijala"	"Stony Brook University"	"Rui "	"Shi"	"Stony Brook University"	"Wei "	"Zeng"	"Florida International University"	"Xianfeng "	"Gu"	"Stony Brook University"	"Arie "	"Kaufman"	"Stony Brook University"												
"ttg2012122858"	"Vessel Visualization using Curved Surface Reformation"	"Visualizations of vascular structures are frequently used in radiological investigations to detect and analyze vascular diseases. Obstructions of the blood flow through a vessel are one of the main interests of physicians, and several methods have been pr"	"Reformation, volume rendering, surface approximation"	2858	"2858&#x002D;2867"	"Thomas "	"Auzinger "	"Vienna University of Technology"	"Gabriel "	"Mistelbauer"	"Vienna University of Technology"	"Ivan "	"Baclija"	"Kaiser&#x002D;Franz&#x002D;Josef Hospital Vienna"	"R&#x00FC;diger "	"Schernthaner"	"Medical University of Vienna"	"Arnold "	"K&#x00F6;chl"	"Landesklinikum Tulln"	"Michael "	"Wimmer"	"Vienna University of Technology"	"M. Eduard "	"Gr&#x00F6;ller"	"Vienna University of Technology"	"Stefan "	"Bruckner"	"University of Bergen"			
"ttg2012122868"	"ConnectomeExplorer: Query&#x002D;Guided Visual Analysis of Large Volumetric Neuroscience Data"	"This paper presents ConnectomeExplorer, an application for the interactive exploration and query&#x002D;guided visual analysis of large volumetric electron microscopy (EM) data sets in connectomics research. Our system incorporates a knowledge&#x002D;base"	"Connectomics, neuroscience, query algebra, visual knowledge discovery, petascale volume analysis"	2868	"2868&#x002D;2877"	"Johanna "	"Beyer "	"King Abdullah University of Science and Technology"	"Ali "	"Al&#x002D;Awami"	"King Abdullah University of Science and Technology"	"Narayanan "	"Kasthuri"	"Center for Brain Science at Harvard University"	"Jeff W. "	"Lichtman"	"Center for Brain Science at Harvard University"	"Hanspeter "	"Pfister"	"School of Engineering and Applied Sciences at Harvard University"	"Markus "	"Hadwiger"	"King Abdullah University of Science and Technology"									
"ttg2012122878"	"ManyVis: Multiple Applications in an Integrated Visualization Environment"	"As the visualization field matures, an increasing number of general toolkits are developed to cover a broad range of applications. However, no general tool can incorporate the latest capabilities for all possible applications, nor can the user interfaces "	"Visualization environments, integrated applications, macros, linked views"	2878	"2878&#x002D;2885"	"Atul "	"Rungta "	"SCI Institute, University of Utah"	"Brian "	"Summa"	"SCI Institute, University of Utah"	"Dogan "	"Demir"	"SCI Institute, University of Utah"	"Peer&#x002D;Timo "	"Bremer"	"Lawrence Livermore National Laboratory"	"Valerio "	"Pascucci"	"SCI Institute, University of Utah"												
"ttg2012122886"	"Acuity&#x002D;driven Gigapixel Visualization"	"We present a framework for acuity&#x002D;driven visualization of super&#x002D;high resolution image data on gigapixel displays. Tiled display walls offer a large workspace that can be navigated physically by the user. Based on head tracking information, t"	"Gigapixel visualization, visual acuity, focus and context, Reality Deck, gigapixel display"	2886	"2886&#x002D;2895"	"Charilaos "	"Papadopoulos "	"Stony Brook University"	"Arie E. "	"Kaufman"	"Stony Brook University"																					
"ttg2012122896"	"An Exploration Framework to Identify and Track Movement of Cloud Systems"	"We describe a framework to explore and visualize the movement of cloud systems. Using techniques from computational topology and computer vision, our framework allows the user to study this movement at various scales in space and time. Such movements coul"	"Cloud clusters, tracking, computational topology, split tree, weather and climate simulations"	2896	"2896&#x002D;2905"	"Harish "	"Doraiswamy "	"Polytechnic Institute of New York University"	"Vijay "	"Natarajan"	"Indian Institute of Science"	"Ravi S. "	"Nanjundiah"	"Indian Institute of Science"																		
"ttg2012122906"	"MObjects &#x002D; A Novel Method for the Visualization and Interactive Exploration of Defects in Industrial XCT Data"	"This paper describes an advanced visualization method for the analysis of defects in industrial 3D X&#x002D;Ray Computed Tomography (XCT) data. We present a novel way to explore a high number of individual objects in a dataset, e.g., pores, inclusions, pa"	"3D X&#x002D;Ray computed tomography, carbon fiber reinforced polymers, porosity, parameter space analysis, MObjects"	2906	"2906&#x002D;2915"	"Andreas "	"Reh "	"University of Applied Sciences Upper Austria, Campus Wels"	"Christian "	"Gusenbauer"	"University of Applied Sciences Upper Austria, Campus Wels"	"Johann "	"Kastner"	"University of Applied Sciences Upper Austria, Campus Wels"	"M. Eduard "	"Gr&#x00F6;ller"	"Vienna University of Technology"	"Christoph "	"Heinzl"	"University of Applied Sciences Upper Austria, Campus Wels"												
"ttg2012122916"	"GRACE: A Visual Comparison Framework for Integrated Spatial and Non&#x002D;Spatial Geriatric Data"	"We present the design of a novel framework for the visual integration, comparison, and exploration of correlations in spatial and non&#x002D;spatial geriatric research data. These data are in general high&#x002D;dimensional and span both the spatial, volu"	"Design studies, methodology design, task and requirements analysis, integrating spatial and non&#x002D;spatial data visualization, visual comparison, high&#x002D;dimensional data, applications of visualization"	2916	"2916&#x002D;2925"	"Adrian "	"Maries "	"University of Pittsburgh"	"Nathan "	"Mays"	"Wheeling Jesuit University"	"Megan Olson "	"Hunt"	"University of Pittsburgh"	"Kim F. "	"Wong"	"University of Pittsburgh"	"William "	"Layton"	"University of Pittsburgh"	"Robert "	"Boudreau"	"University of Pittsburgh"	"Caterina "	"Rosano"	"University of Pittsburgh"	"G. Elisabeta "	"Marai"	"University of Pittsburgh"			
"ttg2012122926"	"Noise&#x002D;Based Volume Rendering for the Visualization of Multivariate Volumetric Data"	"Analysis of multivariate data is of great importance in many scientific disciplines. However, visualization of 3D spatially&#x002D;fixed multivariate volumetric data is a very challenging task. In this paper we present a method that allows simultaneous re"	"Volume rendering, multi&#x002D;variate data visualization, multi&#x002D;volume rendering, scientific visualization"	2926	"2926&#x002D;2935"	"Rostislav "	"Khlebnikov"	"Graz University of Technology"	"Bernhard "	"Kainz"	"Imperial College London"	"Markus "	"Steinberger"	"Graz University of Technology"	"Dieter "	"Schmalstieg"	"Graz University of Technology"															
"ttg2012122936"	"Ambient Volume Scattering"	"We present ambient scattering as a preintegration method for scattering on mesoscopic scales in direct volume rendering. Far&#x002D;range scattering effects usually provide negligible contributions to a given location due to the exponential attenuation wi"	"Direct volume rendering, volume illumination, ambient scattering, preintegrated light transport, gradient&#x002D;free shading"	2936	"2936&#x002D;2945"	"Marco "	"Ament"	"VISUS, University of Stuttgart"	"Filip "	"Sadlo"	"VISUS, University of Stuttgart"	"Daniel "	"Weiskopf"	"VISUS, University of Stuttgart"																		
"ttg2012122946"	"Lighting Design for Globally Illuminated Volume Rendering"	"With the evolution of graphics hardware, high quality global illumination becomes available for real&#x002D;time volume rendering. Compared to local illumination, global illumination can produce realistic shading effects which are closer to real world sce"	"Global illumination, lighting design, volume rendering, tone mapping"	2946	"2946&#x002D;2955"	"Yubo "	"Zhang"	"University of California, Davis"	"Kwan&#x002D;Liu"	"Ma"	"University of California, Davis"																					
